SERVICE,TIME,REQ,CLEAR,START,END,A/D,FREQ,AC,SEAT,TERM,WKY,TY,REC,O/D,L/N,TROUND,T/R,LAST
LS 726  ,0100,0100,OK ,21OCT18,21OCT18,A,......7,73H,189,1I ,1,J,SO,RHO,RHO,LS 727  ,0,19DEC17
LS 726  ,0100,0100,OK ,06MAY18,20MAY18,A,......7,73H,189,1I ,1,J,SO,RHO,RHO,LS 775  ,0,19DEC17
LS 726  ,0100,0100,OK ,02SEP18,16SEP18,A,......7,73H,189,1I ,1,J,SO,RHO,RHO,LS 775  ,0,19DEC17
LS 726  ,0100,0100,OK ,27MAY18,26AUG18,A,......7,73H,189,1I ,1,J,SO,RHO,RHO,LS 847  ,0,19DEC17
LS 726  ,0100,0100,OK ,23SEP18,23SEP18,A,......7,73H,189,1I ,1,J,SO,RHO,RHO,LS 775  ,0,19DEC17
LS 726  ,0100,0100,OK ,30SEP18,14OCT18,A,......7,73H,189,1I ,1,J,SO,RHO,RHO,LS 775  ,0,19DEC17
TOM726 F,0830,0830,OK ,08JUL18,29JUL18,D,......7,788,  0,1D ,1,P,SO,NCL,NCL,TOM799  ,0,05OCT17
LS 727  ,0800,0800,OK ,01APR18,15APR18,D,......7,73H,189,1I ,1,J,SO,TFS,TFS,LS 706 B,0,03OCT17
LS 727  ,0800,0800,OK ,31MAR18,14APR18,D,.....6.,73H,189,1I ,1,J,SO,TFS,TFS,LS 716  ,1,03OCT17
LS 727  ,0800,0800,OK ,21APR18,28APR18,D,.....6.,73H,189,1I ,1,J,SO,TFS,TFS,LS 746  ,1,03OCT17
LS 727  ,0800,0800,OK ,25MAR18,25MAR18,D,......7,73H,189,1I ,1,J,SO,TFS,TFS,        ,0,03OCT17
LS 727  ,0800,0800,OK ,22APR18,29APR18,D,......7,73H,189,1I ,1,J,SO,TFS,TFS,LS 776  ,1,03OCT17
LS 727  ,0730,0730,OK ,29MAR18,26APR18,D,...4...,73H,189,1I ,1,J,SO,TFS,TFS,LS 798  ,1,03OCT17
LS 727  ,1435,1435,OK ,17MAY18,17MAY18,D,...4...,73H,189,1I ,1,J,SO,TFS,TFS,LS 720  ,1,18DEC17
LS 727  ,1435,1435,OK ,10MAY18,10MAY18,D,...4...,73H,189,1I ,1,J,SO,TFS,TFS,LS 798  ,1,18DEC17
LS 727  ,1435,1435,OK ,03MAY18,03MAY18,D,...4...,73H,189,1I ,1,J,SO,TFS,TFS,LS 816  ,0,18DEC17
LS 727  ,1435,1435,OK ,26JUL18,30AUG18,D,...4...,73H,189,1I ,1,J,SO,TFS,TFS,LS 806  ,0,18DEC17
LS 727  ,1435,1435,OK ,24MAY18,24MAY18,D,...4...,73H,189,1I ,1,J,SO,TFS,TFS,LS 816  ,0,18DEC17
LS 727  ,1435,1435,OK ,31MAY18,19JUL18,D,...4...,73H,189,1I ,1,J,SO,TFS,TFS,LS 816  ,0,18DEC17
LS 727  ,1435,1435,OK ,11OCT18,18OCT18,D,...4...,73H,189,1I ,1,J,SO,TFS,TFS,LS 806  ,0,18DEC17
LS 727  ,1435,1435,OK ,06SEP18,20SEP18,D,...4...,73H,189,1I ,1,J,SO,TFS,TFS,LS 816  ,0,18DEC17
LS 727  ,1435,1435,OK ,27SEP18,04OCT18,D,...4...,73H,189,1I ,1,J,SO,TFS,TFS,LS 816  ,0,18DEC17
LS 727  ,1335,1335,OK ,05MAY18,19MAY18,D,.....6.,73H,189,1I ,1,J,SO,TFS,TFS,LS 718  ,0,18DEC17
LS 727  ,1335,1335,OK ,26MAY18,13OCT18,D,.....6.,73H,189,1I ,1,J,SO,TFS,TFS,LS 718  ,0,18DEC17
LS 727  ,1505,1505,OK ,06MAY18,20MAY18,D,......7,73H,189,1I ,1,J,SO,TFS,TFS,LS 718  ,0,03OCT17
LS 727  ,1505,1505,OK ,21OCT18,21OCT18,D,......7,73H,189,1I ,1,J,SO,TFS,TFS,LS 726  ,0,03OCT17
LS 727  ,1505,1505,OK ,27MAY18,23SEP18,D,......7,73H,189,1I ,1,J,SO,TFS,TFS,LS 848  ,0,03OCT17
LS 727  ,1505,1505,OK ,30SEP18,14OCT18,D,......7,73H,189,1I ,1,J,SO,TFS,TFS,LS 848  ,0,03OCT17
LS 727  ,1335,1335,OK ,20OCT18,20OCT18,D,.....6.,73H,189,1I ,1,J,SO,TFS,TFS,        ,0,18DEC17
LS 727  ,1435,1435,OK ,25OCT18,25OCT18,D,...4...,73H,189,1I ,1,J,SO,TFS,TFS,LS 816  ,0,03OCT17
LS 727  ,0915,0915,OK ,27OCT18,27OCT18,D,.....6.,73H,189,1I ,1,J,SO,TFS,TFS,LS 710  ,4,12DEC17
LS 728  ,1835,1835,OK ,25MAR18,25MAR18,A,......7,73H,189,1I ,1,J,SO,TFS,TFS,LS 715  ,1,11JAN18
LS 728  ,1835,1835,OK ,08APR18,08APR18,A,......7,73H,189,1I ,1,J,SO,TFS,TFS,LS 715  ,1,11JAN18
LS 728  ,1835,1835,OK ,01APR18,01APR18,A,......7,73H,189,1I ,1,J,SO,TFS,TFS,LS 775  ,1,11JAN18
LS 728  ,1835,1835,OK ,15APR18,29APR18,A,......7,73H,189,1I ,1,J,SO,TFS,TFS,LS 775  ,1,11JAN18
LS 728  ,1805,1805,OK ,29MAR18,26APR18,A,...4...,73H,189,1I ,1,J,SO,TFS,TFS,LS 715  ,1,11JAN18
LS 728  ,1835,1835,OK ,31MAR18,14APR18,A,.....6.,73H,189,1I ,1,J,SO,TFS,TFS,LS 705  ,1,11JAN18
LS 728  ,1835,1835,OK ,21APR18,28APR18,A,.....6.,73H,189,1I ,1,J,SO,TFS,TFS,LS 797  ,1,11JAN18
LS 728  ,0110,0110,OK ,04MAY18,15JUN18,A,....5..,73H,189,1I ,1,J,SO,TFS,TFS,LS 857  ,0,11JAN18
LS 728  ,0110,0110,OK ,22JUN18,21SEP18,A,....5..,73H,189,1I ,1,J,SO,TFS,TFS,LS 857  ,0,11JAN18
LS 728  ,0110,0110,OK ,28SEP18,19OCT18,A,....5..,73H,189,1I ,1,J,SO,TFS,TFS,LS 857  ,0,11JAN18
LS 728  ,0010,0010,OK ,07OCT18,14OCT18,A,......7,73H,189,1I ,1,J,SO,TFS,TFS,LS 717  ,0,11JAN18
LS 728  ,0010,0010,OK ,27MAY18,26AUG18,A,......7,73H,189,1I ,1,J,SO,TFS,TFS,LS 775  ,0,11JAN18
LS 728  ,0010,0010,OK ,06MAY18,20MAY18,A,......7,73H,189,1I ,1,J,SO,TFS,TFS,LS 815  ,0,11JAN18
LS 728  ,0010,0010,OK ,02SEP18,23SEP18,A,......7,73H,189,1I ,1,J,SO,TFS,TFS,LS 815  ,0,11JAN18
LS 728  ,0010,0010,OK ,30SEP18,30SEP18,A,......7,73H,189,1I ,1,J,SO,TFS,TFS,LS 815  ,0,11JAN18
LS 728  ,0125,0125,OK ,22OCT18,22OCT18,A,1......,73H,189,1I ,1,J,SO,TFS,TFS,LS 775  ,0,11JAN18
LS 728  ,0125,0125,OK ,07MAY18,28MAY18,A,1......,73H,189,1I ,1,J,SO,TFS,TFS,LS 815  ,0,11JAN18
LS 728  ,0125,0125,OK ,04JUN18,15OCT18,A,1......,73H,189,1I ,1,J,SO,TFS,TFS,LS 815  ,0,11JAN18
LS 728  ,0010,0010,OK ,21OCT18,21OCT18,A,......7,73H,189,1I ,1,J,SO,TFS,TFS,LS 775  ,0,11JAN18
LS 728  ,0110,0110,OK ,26OCT18,26OCT18,A,....5..,73H,189,1I ,1,J,SO,TFS,TFS,LS 745  ,0,11JAN18
LS 728  ,1950,1950,OK ,27OCT18,27OCT18,A,.....6.,73H,189,1I ,1,J,SO,TFS,TFS,        ,0,11JAN18
LS 729  ,0620,0620,OK ,11MAY18,18MAY18,D,....5..,73C,148,1I ,1,J,SO,GRO,GRO,LS 788  ,1,11JAN18
LS 729  ,0620,0620,OK ,04MAY18,04MAY18,D,....5..,73C,148,1I ,1,J,SO,GRO,GRO,LS 852  ,4,11JAN18
LS 729  ,0620,0620,OK ,05OCT18,19OCT18,D,....5..,73C,148,1I ,1,J,SO,GRO,GRO,LS 788  ,1,11JAN18
LS 729  ,0620,0620,OK ,25MAY18,20JUL18,D,....5..,73C,148,1I ,1,J,SO,GRO,GRO,LS 800  ,1,11JAN18
LS 729  ,0620,0620,OK ,07SEP18,28SEP18,D,....5..,73C,148,1I ,1,J,SO,GRO,GRO,LS 800  ,1,11JAN18
LS 729  ,0620,0620,OK ,27JUL18,31AUG18,D,....5..,73C,148,1I ,1,J,SO,GRO,GRO,LS 872  ,1,11JAN18
LS 729  ,0620,0620,OK ,28MAY18,23JUL18,D,1......,73C,148,1I ,1,J,SO,GRO,GRO,LS 788  ,1,11JAN18
LS 729  ,0620,0620,OK ,07MAY18,21MAY18,D,1......,73C,148,1I ,1,J,SO,GRO,GRO,LS 858  ,1,11JAN18
LS 729  ,0620,0620,OK ,10SEP18,22OCT18,D,1......,73C,148,1I ,1,J,SO,GRO,GRO,LS 788  ,1,11JAN18
LS 729  ,0620,0620,OK ,30JUL18,03SEP18,D,1......,73C,148,1I ,1,J,SO,GRO,GRO,LS 872  ,1,11JAN18
LS 730  ,1235,1235,OK ,04MAY18,25MAY18,A,....5..,73C,148,1I ,1,J,SO,GRO,GRO,LS 821  ,0,08MAR18
LS 730  ,1235,1235,OK ,01JUN18,20JUL18,A,....5..,73C,148,1I ,1,J,SO,GRO,GRO,LS 821  ,0,08MAR18
LS 730  ,1235,1235,OK ,07SEP18,21SEP18,A,....5..,73C,148,1I ,1,J,SO,GRO,GRO,LS 821  ,0,08MAR18
LS 730  ,1235,1235,OK ,27JUL18,27JUL18,A,....5..,73C,148,1I ,1,J,SO,GRO,GRO,LS 877  ,0,08MAR18
LS 730  ,1235,1235,OK ,03AUG18,31AUG18,A,....5..,73C,148,1I ,1,J,SO,GRO,GRO,LS 877  ,0,08MAR18
LS 730  ,1235,1235,OK ,28SEP18,19OCT18,A,....5..,73C,148,1I ,1,J,SO,GRO,GRO,LS 821  ,0,08MAR18
LS 730  ,1235,1235,OK ,30JUL18,30JUL18,A,1......,73C,148,1I ,1,J,SO,GRO,GRO,LS 787  ,0,11JAN18
LS 730  ,1235,1235,OK ,07MAY18,21MAY18,A,1......,73C,148,1I ,1,J,SO,GRO,GRO,LS 821  ,0,11JAN18
LS 730  ,1235,1235,OK ,28MAY18,23JUL18,A,1......,73C,148,1I ,1,J,SO,GRO,GRO,LS 877  ,0,11JAN18
LS 730  ,1235,1235,OK ,06AUG18,03SEP18,A,1......,73C,148,1I ,1,J,SO,GRO,GRO,LS 787  ,0,11JAN18
LS 730  ,1235,1235,OK ,24SEP18,22OCT18,A,1......,73C,148,1I ,1,J,SO,GRO,GRO,LS 821  ,0,11JAN18
LS 730  ,1235,1235,OK ,10SEP18,17SEP18,A,1......,73C,148,1I ,1,J,SO,GRO,GRO,LS 877  ,0,11JAN18
LS 731  ,1330,1330,OK ,27MAY18,22JUL18,D,......7,73H,189,1I ,1,J,SO,ZTH,ZTH,LS 718  ,0,19JAN18
LS 731  ,1330,1330,OK ,06MAY18,20MAY18,D,......7,73H,189,1I ,1,J,SO,ZTH,ZTH,LS 806  ,0,19JAN18
LS 731  ,1350,1350,OK ,10MAY18,19JUL18,D,...4...,73H,189,1I ,1,J,SO,ZTH,ZTH,LS 806  ,0,19JAN18
LS 731  ,1350,1350,OK ,26JUL18,26JUL18,D,...4...,73C,148,1I ,1,J,SO,ZTH,ZTH,LS 788  ,0,19JAN18
LS 731  ,1330,1330,OK ,29JUL18,29JUL18,D,......7,73C,148,1I ,1,J,SO,ZTH,ZTH,LS 806  ,0,19JAN18
LS 731  ,1350,1350,OK ,02AUG18,30AUG18,D,...4...,73C,148,1I ,1,J,SO,ZTH,ZTH,LS 788  ,0,11JAN18
LS 731  ,1330,1330,OK ,05AUG18,02SEP18,D,......7,73C,148,1I ,1,J,SO,ZTH,ZTH,LS 806  ,0,11JAN18
LS 731  ,1350,1350,OK ,06SEP18,04OCT18,D,...4...,73H,189,1I ,1,J,SO,ZTH,ZTH,LS 806  ,0,11JAN18
LS 731  ,1330,1330,OK ,09SEP18,07OCT18,D,......7,73H,189,1I ,1,J,SO,ZTH,ZTH,LS 718  ,0,11JAN18
LS 732  ,2245,2245,OK ,06MAY18,24JUN18,A,......7,73H,189,1I ,1,J,SO,ZTH,ZTH,LS 717  ,1,19JAN18
LS 732  ,2245,2245,OK ,01JUL18,22JUL18,A,......7,73H,189,1I ,1,J,SO,ZTH,ZTH,LS 717  ,1,19JAN18
LS 732  ,2320,2320,OK ,10MAY18,28JUN18,A,...4...,73H,189,1I ,1,J,SO,ZTH,ZTH,LS 717  ,1,19JAN18
LS 732  ,2320,2320,OK ,05JUL18,19JUL18,A,...4...,73H,189,1I ,1,J,SO,ZTH,ZTH,LS 717  ,1,19JAN18
LS 732  ,2320,2320,OK ,26JUL18,26JUL18,A,...4...,73C,148,1I ,1,J,SO,ZTH,ZTH,LS 853  ,1,19JAN18
LS 732  ,2245,2245,OK ,29JUL18,29JUL18,A,......7,73C,148,1I ,1,J,SO,ZTH,ZTH,LS 853  ,1,19JAN18
LS 732  ,2320,2320,OK ,02AUG18,30AUG18,A,...4...,73C,148,1I ,1,J,SO,ZTH,ZTH,LS 853  ,1,11JAN18
LS 732  ,2245,2245,OK ,05AUG18,02SEP18,A,......7,73C,148,1I ,1,J,SO,ZTH,ZTH,LS 853  ,1,11JAN18
LS 732  ,2320,2320,OK ,06SEP18,04OCT18,A,...4...,73H,189,1I ,1,J,SO,ZTH,ZTH,LS 717  ,1,11JAN18
LS 732  ,2245,2245,OK ,09SEP18,07OCT18,A,......7,73H,189,1I ,1,J,SO,ZTH,ZTH,LS 717  ,1,11JAN18
LS 733  ,0830,0830,OK ,16MAY18,23MAY18,D,..3....,73H,189,1I ,1,J,SO,KGS,KGS,LS 710  ,1,03OCT17
LS 733  ,0830,0830,OK ,02MAY18,02MAY18,D,..3....,73H,189,1I ,1,J,SO,KGS,KGS,LS 710  ,1,03OCT17
LS 733  ,0830,0830,OK ,09MAY18,09MAY18,D,..3....,73H,189,1I ,1,J,SO,KGS,KGS,LS 742  ,1,03OCT17
LS 733  ,1345,1345,OK ,01AUG18,29AUG18,D,..3....,73H,189,1I ,1,J,SO,KGS,KGS,LS 718  ,0,03OCT17
LS 733  ,1345,1345,OK ,30MAY18,25JUL18,D,..3....,73H,189,1I ,1,J,SO,KGS,KGS,LS 776  ,0,03OCT17
LS 733  ,1345,1345,OK ,05SEP18,19SEP18,D,..3....,73H,189,1I ,1,J,SO,KGS,KGS,LS 776  ,0,03OCT17
LS 733  ,0830,0830,OK ,26SEP18,17OCT18,D,..3....,73H,189,1I ,1,J,SO,KGS,KGS,LS 746  ,1,03OCT17
LS 734  ,1840,1840,OK ,16MAY18,23MAY18,A,..3....,73H,189,1I ,1,J,SO,KGS,KGS,LS 717  ,1,03OCT17
LS 734  ,1840,1840,OK ,02MAY18,02MAY18,A,..3....,73H,189,1I ,1,J,SO,KGS,KGS,LS 787  ,1,03OCT17
LS 734  ,1840,1840,OK ,09MAY18,09MAY18,A,..3....,73H,189,1I ,1,J,SO,KGS,KGS,LS 815  ,1,03OCT17
LS 734  ,2355,2355,OK ,30MAY18,18JUL18,A,..3....,73H,189,1I ,1,J,SO,KGS,KGS,LS 775  ,1,03OCT17
LS 734  ,2355,2355,OK ,01AUG18,12SEP18,A,..3....,73H,189,1I ,1,J,SO,KGS,KGS,LS 775  ,1,03OCT17
LS 734  ,2355,2355,OK ,25JUL18,25JUL18,A,..3....,73H,189,1I ,1,J,SO,KGS,KGS,        ,0,03OCT17
LS 734  ,2355,2355,OK ,19SEP18,19SEP18,A,..3....,73H,189,1I ,1,J,SO,KGS,KGS,LS 775  ,1,03OCT17
LS 734  ,1840,1840,OK ,26SEP18,17OCT18,A,..3....,73H,189,1I ,1,J,SO,KGS,KGS,LS 717  ,1,03OCT17
LS 735  ,0845,0845,OK ,02APR18,30APR18,D,1......,73H,189,1I ,1,J,SO,FNC,FNC,LS 798  ,0,03OCT17
LS 735  ,0845,0845,OK ,26MAR18,26MAR18,D,1......,73H,189,1I ,1,J,SO,FNC,FNC,LS 816  ,1,03OCT17
LS 735  ,1330,1330,OK ,07MAY18,14MAY18,D,1......,73H,189,1I ,1,J,SO,FNC,FNC,LS 718  ,0,03OCT17
LS 735  ,1330,1330,OK ,21MAY18,15OCT18,D,1......,73H,189,1I ,1,J,SO,FNC,FNC,LS 718  ,0,03OCT17
LS 735  ,1330,1330,OK ,22OCT18,22OCT18,D,1......,73H,189,1I ,1,J,SO,FNC,FNC,LS 718  ,0,03OCT17
LS 736  ,1745,1745,OK ,26MAR18,26MAR18,A,1......,73H,189,1I ,1,J,SO,FNC,FNC,LS 20  C,2,03OCT17
LS 736  ,1745,1745,OK ,02APR18,02APR18,A,1......,73H,189,1I ,1,J,SO,FNC,FNC,LS 709  ,1,03OCT17
LS 736  ,1745,1745,OK ,16APR18,23APR18,A,1......,73H,189,1I ,1,J,SO,FNC,FNC,LS 709  ,1,03OCT17
LS 736  ,1745,1745,OK ,09APR18,09APR18,A,1......,73H,189,1I ,1,J,SO,FNC,FNC,LS 745  ,1,03OCT17
LS 736  ,1745,1745,OK ,30APR18,30APR18,A,1......,73H,189,1I ,1,J,SO,FNC,FNC,LS 709  ,1,23NOV17
LS 736  ,2215,2215,OK ,22OCT18,22OCT18,A,1......,73H,189,1I ,1,J,SO,FNC,FNC,LS 709  ,1,03OCT17
LS 736  ,2215,2215,OK ,03SEP18,03SEP18,A,1......,73H,189,1I ,1,J,SO,FNC,FNC,LS 717  ,1,03OCT17
LS 736  ,2215,2215,OK ,07MAY18,21MAY18,A,1......,73H,189,1I ,1,J,SO,FNC,FNC,LS 741  ,1,03OCT17
LS 736  ,2215,2215,OK ,28MAY18,27AUG18,A,1......,73H,189,1I ,1,J,SO,FNC,FNC,LS 815  ,1,03OCT17
LS 736  ,2215,2215,OK ,24SEP18,15OCT18,A,1......,73H,189,1I ,1,J,SO,FNC,FNC,LS 745  ,1,03OCT17
LS 736  ,2215,2215,OK ,10SEP18,17SEP18,A,1......,73H,189,1I ,1,J,SO,FNC,FNC,LS 815  ,1,03OCT17
LS 741  ,1340,1340,OK ,08MAY18,22MAY18,D,.2.....,73H,189,1I ,1,J,SO,SKG,SKG,LS 736  ,1,27FEB18
LS 741  ,1340,1340,OK ,29MAY18,24JUL18,D,.2.....,73H,189,1I ,1,J,SO,SKG,SKG,LS 816  ,0,27FEB18
LS 741  ,1340,1340,OK ,31JUL18,14AUG18,D,.2.....,73C,148,1I ,1,J,SO,SKG,SKG,LS 724  ,0,28FEB18
LS 741  ,1345,1340,R15,21AUG18,21AUG18,D,.2.....,73C,148,1I ,1,J,SO,SKG,SKG,LS 724  ,0,28FEB18
LS 741  ,1340,1340,OK ,28AUG18,28AUG18,D,.2.....,73C,148,1I ,1,J,SO,SKG,SKG,LS 724  ,0,28FEB18
LS 741  ,1340,1340,OK ,04SEP18,18SEP18,D,.2.....,73H,189,1I ,1,J,SO,SKG,SKG,LS 816  ,0,27FEB18
LS 741  ,1345,1345,OK ,25SEP18,25SEP18,D,.2.....,73C,148,1I ,1,J,SO,SKG,SKG,LS 858  ,0,19JAN18
LS 742  ,2220,2220,OK ,29MAY18,29MAY18,A,.2.....,73H,189,1I ,1,J,SO,SKG,SKG,LS 721  ,1,27FEB18
LS 742  ,2220,2220,OK ,08MAY18,08MAY18,A,.2.....,73H,189,1I ,1,J,SO,SKG,SKG,LS 733  ,1,27FEB18
LS 742  ,2220,2220,OK ,15MAY18,22MAY18,A,.2.....,73H,189,1I ,1,J,SO,SKG,SKG,LS 797  ,1,27FEB18
LS 742  ,2220,2220,OK ,05JUN18,12JUN18,A,.2.....,73H,189,1I ,1,J,SO,SKG,SKG,LS 721  ,1,28FEB18
LS 742  ,2220,2220,OK ,19JUN18,24JUL18,A,.2.....,73H,189,1I ,1,J,SO,SKG,SKG,LS 775  ,1,28FEB18
LS 742  ,2220,2220,OK ,31JUL18,28AUG18,A,.2.....,73C,148,1I ,1,J,SO,SKG,SKG,LS 829  ,1,27FEB18
LS 742  ,2220,2220,OK ,04SEP18,04SEP18,A,.2.....,73H,189,1I ,1,J,SO,SKG,SKG,LS 717  ,1,27FEB18
LS 742  ,2220,2220,OK ,11SEP18,18SEP18,A,.2.....,73H,189,1I ,1,J,SO,SKG,SKG,LS 775  ,1,27FEB18
LS 742  ,2225,2225,OK ,25SEP18,25SEP18,A,.2.....,73C,148,1I ,1,J,SO,SKG,SKG,LS 829  ,1,27FEB18
LS 745  ,0900,0900,OK ,30MAR18,27APR18,D,....5..,73H,189,1I ,1,J,SO,FUE,FUE,LS 706  ,1,03OCT17
LS 745  ,0900,0900,OK ,10APR18,10APR18,D,.2.....,73H,189,1I ,1,J,SO,FUE,FUE,LS 736  ,1,03OCT17
LS 745  ,0900,0900,OK ,27MAR18,03APR18,D,.2.....,73H,189,1I ,1,J,SO,FUE,FUE,LS 776  ,1,03OCT17
LS 745  ,0900,0900,OK ,17APR18,01MAY18,D,.2.....,73H,189,1I ,1,J,SO,FUE,FUE,LS 816  ,1,03OCT17
LS 745  ,1330,1330,OK ,27JUL18,31AUG18,D,....5..,73H,189,1I ,1,J,SO,FUE,FUE,LS 718  ,0,03OCT17
LS 745  ,1330,1330,OK ,04MAY18,20JUL18,D,....5..,73H,189,1I ,1,J,SO,FUE,FUE,LS 788  ,0,03OCT17
LS 745  ,1330,1330,OK ,26OCT18,26OCT18,D,....5..,73H,189,1I ,1,J,SO,FUE,FUE,LS 728  ,0,03OCT17
LS 745  ,1330,1330,OK ,07SEP18,19OCT18,D,....5..,73H,189,1I ,1,J,SO,FUE,FUE,LS 788  ,0,03OCT17
LS 745  ,0900,0900,OK ,08MAY18,22MAY18,D,.2.....,73H,189,1I ,1,J,SO,FUE,FUE,LS 816  ,1,03OCT17
LS 745  ,1425,1430,R15,29MAY18,12JUN18,D,.2.....,73H,189,1I ,1,J,SO,FUE,FUE,LS 716  ,0,09OCT17
LS 745  ,1425,1430,R15,31JUL18,28AUG18,D,.2.....,73H,189,1I ,1,J,SO,FUE,FUE,LS 816  ,0,09OCT17
LS 745  ,1425,1430,R15,19JUN18,24JUL18,D,.2.....,73H,189,1I ,1,J,SO,FUE,FUE,LS 858  ,0,09OCT17
LS 745  ,1425,1430,R15,04SEP18,18SEP18,D,.2.....,73H,189,1I ,1,J,SO,FUE,FUE,LS 858  ,0,09OCT17
LS 745  ,0900,0900,OK ,25SEP18,16OCT18,D,.2.....,73H,189,1I ,1,J,SO,FUE,FUE,LS 736  ,1,03OCT17
LS 745  ,0900,0900,OK ,23OCT18,23OCT18,D,.2.....,73H,189,1I ,1,J,SO,FUE,FUE,LS 788  ,1,03OCT17
LS 746  ,1920,1920,OK ,03APR18,03APR18,A,.2.....,73H,189,1I ,1,J,SO,FUE,FUE,LS 721  ,1,03OCT17
LS 746  ,1920,1920,OK ,20APR18,27APR18,A,....5..,73H,189,1I ,1,J,SO,FUE,FUE,LS 727  ,1,03OCT17
LS 746  ,1920,1920,OK ,30MAR18,06APR18,A,....5..,73H,189,1I ,1,J,SO,FUE,FUE,LS 779  ,1,03OCT17
LS 746  ,1920,1920,OK ,13APR18,13APR18,A,....5..,73H,189,1I ,1,J,SO,FUE,FUE,LS 779  ,1,03OCT17
LS 746  ,1920,1920,OK ,27MAR18,27MAR18,A,.2.....,73H,189,1I ,1,J,SO,FUE,FUE,LS 797  ,1,03OCT17
LS 746  ,1920,1920,OK ,01MAY18,01MAY18,A,.2.....,73H,189,1I ,1,J,SO,FUE,FUE,LS 721  ,1,03OCT17
LS 746  ,1920,1920,OK ,10APR18,24APR18,A,.2.....,73H,189,1I ,1,J,SO,FUE,FUE,LS 797  ,1,03OCT17
LS 746  ,2350,2350,OK ,27JUL18,31AUG18,A,....5..,73H,189,1I ,1,J,SO,FUE,FUE,LS 717  ,1,03OCT17
LS 746  ,2350,2350,OK ,04MAY18,25MAY18,A,....5..,73H,189,1I ,1,J,SO,FUE,FUE,LS 815  ,1,03OCT17
LS 746  ,2350,2350,OK ,01JUN18,20JUL18,A,....5..,73H,189,1I ,1,J,SO,FUE,FUE,LS 815  ,1,03OCT17
LS 746  ,2350,2350,OK ,07SEP18,21SEP18,A,....5..,73H,189,1I ,1,J,SO,FUE,FUE,LS 815  ,1,03OCT17
LS 746  ,2350,2350,OK ,28SEP18,19OCT18,A,....5..,73H,189,1I ,1,J,SO,FUE,FUE,LS 815  ,1,03OCT17
LS 746  ,2350,2350,OK ,26OCT18,26OCT18,A,....5..,73H,189,1I ,1,J,SO,FUE,FUE,LS 857  ,1,03OCT17
LS 746  ,1920,1920,OK ,15MAY18,22MAY18,A,.2.....,73H,189,1I ,1,J,SO,FUE,FUE,LS 721  ,1,03OCT17
LS 746  ,1920,1920,OK ,08MAY18,08MAY18,A,.2.....,73H,189,1I ,1,J,SO,FUE,FUE,LS 847  ,1,03OCT17
LS 746  ,0050,0050,OK ,01AUG18,29AUG18,A,..3....,73H,189,1I ,1,J,SO,FUE,FUE,LS 717  ,0,03OCT17
LS 746  ,0050,0050,OK ,20JUN18,25JUL18,A,..3....,73H,189,1I ,1,J,SO,FUE,FUE,LS 721  ,0,03OCT17
LS 746  ,0050,0050,OK ,30MAY18,13JUN18,A,..3....,73H,189,1I ,1,J,SO,FUE,FUE,LS 797  ,0,03OCT17
LS 746  ,0050,0050,OK ,12SEP18,19SEP18,A,..3....,73H,189,1I ,1,J,SO,FUE,FUE,LS 721  ,0,03OCT17
LS 746  ,0050,0050,OK ,05SEP18,05SEP18,A,..3....,73H,189,1I ,1,J,SO,FUE,FUE,LS 775  ,0,03OCT17
LS 746  ,1920,1920,OK ,25SEP18,16OCT18,A,.2.....,73H,189,1I ,1,J,SO,FUE,FUE,LS 733  ,1,03OCT17
LS 746  ,1920,1920,OK ,23OCT18,23OCT18,A,.2.....,73H,189,1I ,1,J,SO,FUE,FUE,LS 797  ,1,03OCT17
HU 749  ,0500,0500,OK ,12JUN18,27OCT18,A,.2...6.,333,292,1I ,1,J,SO,PEK,PEK,HU 749  ,0,15JAN18
HU 749  ,0700,0700,OK ,12JUN18,27OCT18,D,.2...6.,333,292,1I ,1,J,SO,PEK,DUB,HU 749  ,0,15JAN18
HU 751  ,0810,0810,OK ,14JUN18,25OCT18,A,...4..7,333,292,1I ,1,J,SO,PEK,DUB,HU 752  ,0,15JAN18
HU 752  ,1010,1010,OK ,14JUN18,25OCT18,D,...4..7,333,292,1I ,1,J,SO,PEK,PEK,HU 751  ,0,15JAN18
LS 757  ,1510,1510,OK ,05MAY18,05MAY18,D,.....6.,73H,189,1I ,1,J,SO,LEI,LEI,LS 776  ,0,06FEB18
LS 757  ,1415,1415,OK ,09MAY18,23MAY18,D,..3....,73C,148,1I ,1,J,SO,LEI,LEI,LS 816  ,1,18DEC17
LS 757  ,1415,1415,OK ,30MAY18,26SEP18,D,..3....,73C,148,1I ,1,J,SO,LEI,LEI,LS 830  ,0,18DEC17
LS 757  ,1415,1415,OK ,03OCT18,17OCT18,D,..3....,73C,148,1I ,1,J,SO,LEI,LEI,LS 848  ,0,18DEC17
LS 757  ,1510,1510,OK ,12MAY18,21JUL18,D,.....6.,73C,148,1I ,1,J,SO,LEI,LEI,LS 800  ,0,06FEB18
LS 757  ,1510,1510,OK ,28JUL18,28JUL18,D,.....6.,73C,148,1I ,1,J,SO,LEI,LEI,LS 724  ,0,19JAN18
LS 757  ,1510,1510,OK ,04AUG18,01SEP18,D,.....6.,73C,148,1I ,1,J,SO,LEI,LEI,LS 724  ,0,18DEC17
