SERVICE,TIME,REQ,CLEAR,START,END,A/D,FREQ,AC,SEAT,TERM,WKY,TY,REC,O/D,L/N,TROUND,T/R,LAST
NUMBER,,TIME,CODE,DATE,DATE,,,,,,,OP,TYP,,,SERV NO,DAYS,EDIT
BE 853  ,1750,1750,OK ,22-Oct-18,24-Oct-18,D,123....,DH4,78,1D ,1,J,SO,BHX,BHX,BE 266  ,0,05-Oct-17
LS 854  ,1310,1310,OK ,01-Jun-18,19-Oct-18,A,....5..,73C,148,1I ,1,J,SO,VCE,VCE,LS 851  ,0,03-Oct-17
LS 854  ,1310,1310,OK ,04-Jun-18,23-Jul-18,A,1......,73C,148,1I ,1,J,SO,VCE,VCE,LS 851  ,0,03-Oct-17
LS 854  ,1310,1310,OK ,02-Apr-18,28-May-18,A,1......,73C,148,1I ,1,J,SO,VCE,VCE,        ,0,03-Oct-17
LS 854  ,1310,1310,OK ,10-Sep-18,22-Oct-18,A,1......,73C,148,1I ,1,J,SO,VCE,VCE,LS 851  ,0,03-Oct-17
LS 854  ,1310,1310,OK ,30-Jul-18,03-Sep-18,A,1......,73C,148,1I ,1,J,SO,VCE,VCE,LS 877  ,0,03-Oct-17
LS 854  ,1310,1310,OK ,30-Mar-18,25-May-18,A,....5..,73C,148,1I ,1,J,SO,VCE,VCE,        ,0,03-Oct-17
BE 854  ,2055,2055,OK ,26-Aug-18,26-Aug-18,A,......7,DH4,78,1D ,1,J,SO,BHX,BHX,BE 292  ,1,05-Oct-17
BE 854  ,2055,2055,OK ,30-May-18,25-Oct-18,A,1234...,DH4,78,1D ,1,J,SO,BHX,BHX,BE 841  ,1,05-Oct-17
BE 854  ,2055,2055,OK ,01-Jun-18,26-Oct-18,A,....5..,DH4,78,1D ,1,J,SO,BHX,BHX,BE 1333 ,1,05-Oct-17
BE 854  ,2055,2055,OK ,30-Mar-18,25-May-18,A,....5..,DH4,78,1D ,1,J,SO,BHX,BHX,        ,0,05-Oct-17
BE 854  ,2055,2055,OK ,28-May-18,28-May-18,A,1......,DH4,78,1D ,1,J,SO,BHX,BHX,BE 1333 ,1,05-Oct-17
BE 854  ,2055,2055,OK ,29-May-18,29-May-18,A,.2.....,DH4,78,1D ,1,J,SO,BHX,BHX,BE 1333 ,1,05-Oct-17
BE 854  ,2055,2055,OK ,27-Mar-18,24-May-18,A,.234...,DH4,78,1D ,1,J,SO,BHX,BHX,        ,0,05-Oct-17
BE 854  ,2055,2055,OK ,26-Mar-18,21-May-18,A,1......,DH4,78,1D ,1,J,SO,BHX,BHX,        ,0,05-Oct-17
BE 854  ,2055,2055,OK ,03-Jun-18,19-Aug-18,A,......7,DH4,78,1D ,1,J,SO,BHX,BHX,BE 841  ,1,05-Oct-17
BE 854  ,2055,2055,OK ,25-Mar-18,27-May-18,A,......7,DH4,78,1D ,1,J,SO,BHX,BHX,        ,0,05-Oct-17
BE 854  ,2055,2055,OK ,02-Sep-18,21-Oct-18,A,......7,DH4,78,1D ,1,J,SO,BHX,BHX,BE 841  ,1,05-Oct-17
BE 855  ,1940,1940,OK ,25-Mar-18,30-Mar-18,D,12345.7,DH4,78,1D ,1,J,SO,BHX,BHX,        ,0,05-Oct-17
BE 855  ,1940,1940,OK ,02-Apr-18,04-May-18,D,12345.7,DH4,78,1D ,1,J,SO,BHX,BHX,        ,0,05-Oct-17
BE 855  ,1940,1940,OK ,07-May-18,25-May-18,D,12345.7,DH4,78,1D ,1,J,SO,BHX,BHX,        ,0,05-Oct-17
BE 855  ,1940,1940,OK ,29-May-18,24-Aug-18,D,12345..,DH4,78,1D ,1,J,SO,BHX,BHX,BE 2108 ,0,05-Oct-17
BE 855  ,1940,1940,OK ,03-Jun-18,19-Aug-18,D,......7,DH4,78,1D ,1,J,SO,BHX,BHX,BE 2108 ,0,05-Oct-17
BE 855  ,1940,1940,OK ,28-May-18,28-May-18,D,1......,DH4,78,1D ,1,J,SO,BHX,BHX,        ,0,05-Oct-17
BE 855  ,1940,1940,OK ,27-Aug-18,26-Oct-18,D,12345..,DH4,78,1D ,1,J,SO,BHX,BHX,BE 2108 ,0,05-Oct-17
BE 855  ,1940,1940,OK ,02-Sep-18,21-Oct-18,D,......7,DH4,78,1D ,1,J,SO,BHX,BHX,BE 2108 ,0,05-Oct-17
LS 857  ,535,535,OK ,26-Mar-18,30-Apr-18,D,1......,73C,148,1I ,1,J,SO,AGP,AGP,        ,0,03-Oct-17
LS 857  ,755,755,OK ,30-Mar-18,06-Apr-18,D,....5..,73C,148,1I ,1,J,SO,AGP,AGP,        ,0,23-Nov-17
LS 857  ,1320,1320,OK ,31-Mar-18,07-Apr-18,D,.....6.,73C,148,1I ,1,J,SO,AGP,AGP,        ,0,11-Jan-18
LS 857  ,555,555,OK ,01-Apr-18,08-Apr-18,D,......7,73C,148,1I ,1,J,SO,AGP,AGP,        ,0,23-Nov-17
LS 857  ,755,755,OK ,13-Apr-18,27-Apr-18,D,....5..,73H,189,1I ,1,J,SO,AGP,AGP,        ,0,23-Nov-17
LS 857  ,555,555,OK ,14-Apr-18,14-Apr-18,D,.....6.,73C,148,1I ,1,J,SO,AGP,AGP,        ,0,03-Oct-17
LS 857  ,555,555,OK ,15-Apr-18,15-Apr-18,D,......7,73H,189,1I ,1,J,SO,AGP,AGP,        ,0,23-Nov-17
LS 857  ,555,555,OK ,21-Apr-18,19-May-18,D,.....6.,73H,189,1I ,1,J,SO,AGP,AGP,        ,0,11-Jan-18
LS 857  ,555,555,OK ,22-Apr-18,20-May-18,D,......7,73C,148,1I ,1,J,SO,AGP,AGP,        ,0,11-Jan-18
LS 857  ,555,555,OK ,01-Jun-18,15-Jun-18,D,....5..,73H,189,1I ,1,J,SO,AGP,AGP,LS 728  ,0,06-Apr-18
LS 857  ,555,555,OK ,04-May-18,25-May-18,D,....5..,73H,189,1I ,1,J,SO,AGP,AGP,        ,0,06-Apr-18
LS 857  ,535,535,OK ,04-Jun-18,23-Jul-18,D,1......,73H,189,1I ,1,J,SO,AGP,AGP,LS 706  ,0,19-Jan-18
LS 857  ,535,535,OK ,07-May-18,28-May-18,D,1......,73H,189,1I ,1,J,SO,AGP,AGP,        ,0,19-Jan-18
LS 857  ,555,555,OK ,02-Aug-18,30-Aug-18,D,...4...,73C,148,1I ,1,J,SO,AGP,AGP,LS 720  ,1,11-Jan-18
LS 857  ,555,555,OK ,03-Jun-18,22-Jul-18,D,......7,73C,148,1I ,1,J,SO,AGP,AGP,LS 758  ,1,11-Jan-18
LS 857  ,555,555,OK ,27-May-18,27-May-18,D,......7,73C,148,1I ,1,J,SO,AGP,AGP,        ,0,11-Jan-18
LS 857  ,555,555,OK ,29-Jul-18,29-Jul-18,D,......7,73C,148,1I ,1,J,SO,AGP,AGP,LS 758  ,1,11-Jan-18
LS 857  ,555,555,OK ,05-Aug-18,02-Sep-18,D,......7,73C,148,1I ,1,J,SO,AGP,AGP,LS 758  ,1,11-Jan-18
LS 857  ,555,555,OK ,09-Sep-18,30-Sep-18,D,......7,73C,148,1I ,1,J,SO,AGP,AGP,LS 758  ,1,11-Jan-18
LS 857  ,555,555,OK ,07-Oct-18,21-Oct-18,D,......7,73C,148,1I ,1,J,SO,AGP,AGP,LS 758  ,1,11-Jan-18
LS 857  ,555,555,OK ,31-May-18,19-Jul-18,D,...4...,73C,148,1I ,1,J,SO,AGP,AGP,LS 758  ,1,11-Jan-18
LS 857  ,555,555,OK ,24-May-18,24-May-18,D,...4...,73C,148,1I ,1,J,SO,AGP,AGP,        ,0,11-Jan-18
LS 857  ,555,555,OK ,26-Jul-18,26-Jul-18,D,...4...,73C,148,1I ,1,J,SO,AGP,AGP,        ,0,11-Jan-18
LS 857  ,555,555,OK ,06-Sep-18,27-Sep-18,D,...4...,73C,148,1I ,1,J,SO,AGP,AGP,LS 758  ,1,11-Jan-18
LS 857  ,555,555,OK ,04-Oct-18,18-Oct-18,D,...4...,73C,148,1I ,1,J,SO,AGP,AGP,LS 858  ,2,11-Jan-18
LS 857  ,555,555,OK ,26-May-18,26-May-18,D,.....6.,73C,148,1I ,1,J,SO,AGP,AGP,        ,0,16-Mar-18
LS 857  ,555,555,OK ,02-Jun-18,21-Jul-18,D,.....6.,73H,189,1I ,1,J,SO,AGP,AGP,LS 712  ,0,16-Mar-18
LS 857  ,555,555,OK ,19-Jun-18,28-Aug-18,D,.2.....,73H,189,1I ,1,J,SO,AGP,AGP,LS 714  ,0,30-Jan-18
LS 857  ,555,555,OK ,11-Sep-18,18-Sep-18,D,.2.....,73H,189,1I ,1,J,SO,AGP,AGP,LS 714  ,0,30-Jan-18
LS 857  ,555,555,OK ,04-Sep-18,04-Sep-18,D,.2.....,73H,189,1I ,1,J,SO,AGP,AGP,LS 716  ,0,30-Jan-18
LS 857  ,555,555,OK ,22-Jun-18,21-Sep-18,D,....5..,73H,189,1I ,1,J,SO,AGP,AGP,LS 728  ,0,06-Apr-18
LS 857  ,555,555,OK ,28-Jul-18,28-Jul-18,D,.....6.,73C,148,1I ,1,J,SO,AGP,AGP,LS 852  ,1,19-Jan-18
LS 857  ,535,535,OK ,30-Jul-18,30-Jul-18,D,1......,73C,148,1I ,1,J,SO,AGP,AGP,LS 788  ,1,19-Jan-18
LS 857  ,555,555,OK ,04-Aug-18,01-Sep-18,D,.....6.,73C,148,1I ,1,J,SO,AGP,AGP,LS 852  ,1,11-Jan-18
LS 857  ,535,535,OK ,06-Aug-18,03-Sep-18,D,1......,73C,148,1I ,1,J,SO,AGP,AGP,LS 788  ,1,11-Jan-18
LS 857  ,555,555,OK ,08-Sep-18,20-Oct-18,D,.....6.,73H,189,1I ,1,J,SO,AGP,AGP,LS 712  ,0,11-Jan-18
LS 857  ,535,535,OK ,10-Sep-18,15-Oct-18,D,1......,73H,189,1I ,1,J,SO,AGP,AGP,LS 706  ,0,11-Jan-18
LS 857  ,535,535,OK ,22-Oct-18,22-Oct-18,D,1......,73H,189,1I ,1,J,SO,AGP,AGP,LS 776  ,1,11-Jan-18
LS 857  ,520,520,OK ,25-Sep-18,25-Sep-18,D,.2.....,73C,148,1I ,1,J,SO,AGP,AGP,LS 852  ,1,19-Jan-18
LS 857  ,555,555,OK ,28-Sep-18,19-Oct-18,D,....5..,73H,189,1I ,1,J,SO,AGP,AGP,LS 728  ,0,06-Apr-18
LS 857  ,755,755,OK ,02-Oct-18,16-Oct-18,D,.2.....,73C,148,1I ,1,J,SO,AGP,AGP,LS 822  ,1,19-Jan-18
LS 857  ,755,755,OK ,23-Oct-18,23-Oct-18,D,.2.....,73C,148,1I ,1,J,SO,AGP,AGP,LS 852  ,1,19-Jan-18
LS 857  ,555,555,OK ,27-Oct-18,27-Oct-18,D,.....6.,73H,189,1I ,1,J,SO,AGP,AGP,LS 746  ,1,11-Jan-18
LS 858  ,1325,1325,OK ,26-Mar-18,30-Apr-18,A,1......,73C,148,1I ,1,J,SO,AGP,AGP,        ,0,11-Jan-18
LS 858  ,1540,1540,OK ,30-Mar-18,30-Mar-18,A,....5..,73C,148,1I ,1,J,SO,AGP,AGP,        ,0,06-Apr-18
LS 858  ,2055,2055,OK ,31-Mar-18,07-Apr-18,A,.....6.,73C,148,1I ,1,J,SO,AGP,AGP,        ,0,11-Jan-18
LS 858  ,1340,1340,OK ,01-Apr-18,08-Apr-18,A,......7,73C,148,1I ,1,J,SO,AGP,AGP,        ,0,11-Jan-18
LS 858  ,1540,1540,OK ,06-Apr-18,06-Apr-18,A,....5..,73H,148,1I ,1,J,SO,AGP,AGP,        ,0,06-Apr-18
LS 858  ,1540,1540,OK ,13-Apr-18,27-Apr-18,A,....5..,73H,189,1I ,1,J,SO,AGP,AGP,        ,0,11-Jan-18
LS 858  ,1340,1340,OK ,14-Apr-18,14-Apr-18,A,.....6.,73C,148,1I ,1,J,SO,AGP,AGP,        ,0,11-Jan-18
LS 858  ,1340,1340,OK ,15-Apr-18,15-Apr-18,A,......7,73H,189,1I ,1,J,SO,AGP,AGP,        ,0,11-Jan-18
LS 858  ,1340,1340,OK ,21-Apr-18,19-May-18,A,.....6.,73H,189,1I ,1,J,SO,AGP,AGP,        ,0,11-Jan-18
LS 858  ,1340,1340,OK ,22-Apr-18,20-May-18,A,......7,73C,148,1I ,1,J,SO,AGP,AGP,        ,0,11-Jan-18
LS 858  ,1340,1340,OK ,01-Jun-18,15-Jun-18,A,....5..,73H,189,1I ,1,J,SO,AGP,AGP,LS 715  ,0,11-Jan-18
LS 858  ,1340,1340,OK ,04-May-18,25-May-18,A,....5..,73H,189,1I ,1,J,SO,AGP,AGP,        ,0,11-Jan-18
LS 858  ,1325,1325,OK ,04-Jun-18,23-Jul-18,A,1......,73H,189,1I ,1,J,SO,AGP,AGP,LS 713  ,0,19-Jan-18
LS 858  ,1325,1325,OK ,07-May-18,28-May-18,A,1......,73H,189,1I ,1,J,SO,AGP,AGP,        ,0,19-Jan-18
LS 858  ,1340,1340,OK ,04-Oct-18,18-Oct-18,A,...4...,73C,148,1I ,1,J,SO,AGP,AGP,LS 853  ,1,11-Jan-18
LS 858  ,1340,1340,OK ,31-May-18,27-Sep-18,A,...4...,73C,148,1I ,1,J,SO,AGP,AGP,LS 871  ,0,11-Jan-18
LS 858  ,1340,1340,OK ,24-May-18,24-May-18,A,...4...,73C,148,1I ,1,J,SO,AGP,AGP,        ,0,11-Jan-18
LS 858  ,1340,1340,OK ,26-May-18,26-May-18,A,.....6.,73C,148,1I ,1,J,SO,AGP,AGP,        ,0,16-Mar-18
LS 858  ,1340,1340,OK ,03-Jun-18,30-Sep-18,A,......7,73C,148,1I ,1,J,SO,AGP,AGP,LS 871  ,0,11-Jan-18
LS 858  ,1340,1340,OK ,27-May-18,27-May-18,A,......7,73C,148,1I ,1,J,SO,AGP,AGP,        ,0,11-Jan-18
LS 858  ,1340,1340,OK ,07-Oct-18,21-Oct-18,A,......7,73C,148,1I ,1,J,SO,AGP,AGP,LS 871  ,0,11-Jan-18
LS 858  ,1340,1340,OK ,02-Jun-18,30-Jun-18,A,.....6.,73H,189,1I ,1,J,SO,AGP,AGP,LS 805  ,0,16-Mar-18
LS 858  ,1340,1340,OK ,07-Jul-18,07-Jul-18,A,.....6.,73H,189,1I ,1,J,SO,AGP,AGP,LS 805  ,0,16-Mar-18
LS 858  ,1340,1340,OK ,14-Jul-18,21-Jul-18,A,.....6.,73H,189,1I ,1,J,SO,AGP,AGP,LS 805  ,0,16-Mar-18
LS 858  ,1340,1340,OK ,31-Jul-18,28-Aug-18,A,.2.....,73H,189,1I ,1,J,SO,AGP,AGP,LS 709  ,0,11-Jan-18
LS 858  ,1340,1340,OK ,19-Jun-18,24-Jul-18,A,.2.....,73H,189,1I ,1,J,SO,AGP,AGP,LS 745  ,0,11-Jan-18
LS 858  ,1340,1340,OK ,04-Sep-18,18-Sep-18,A,.2.....,73H,189,1I ,1,J,SO,AGP,AGP,LS 745  ,0,11-Jan-18
LS 858  ,1340,1340,OK ,22-Jun-18,31-Aug-18,A,....5..,73H,189,1I ,1,J,SO,AGP,AGP,LS 711  ,0,11-Jan-18
LS 858  ,1340,1340,OK ,07-Sep-18,21-Sep-18,A,....5..,73H,189,1I ,1,J,SO,AGP,AGP,LS 715  ,0,11-Jan-18
LS 858  ,1340,1340,OK ,28-Jul-18,28-Jul-18,A,.....6.,73C,148,1I ,1,J,SO,AGP,AGP,LS 829  ,0,19-Jan-18
LS 858  ,1325,1325,OK ,30-Jul-18,30-Jul-18,A,1......,73C,148,1I ,1,J,SO,AGP,AGP,LS 851  ,0,19-Jan-18
LS 858  ,1340,1340,OK ,04-Aug-18,01-Sep-18,A,.....6.,73C,148,1I ,1,J,SO,AGP,AGP,LS 829  ,0,11-Jan-18
LS 858  ,1325,1325,OK ,06-Aug-18,03-Sep-18,A,1......,73C,148,1I ,1,J,SO,AGP,AGP,LS 851  ,0,11-Jan-18
LS 858  ,1340,1340,OK ,06-Oct-18,13-Oct-18,A,.....6.,73H,189,1I ,1,J,SO,AGP,AGP,LS 705  ,0,11-Jan-18
LS 858  ,1340,1340,OK ,08-Sep-18,29-Sep-18,A,.....6.,73H,189,1I ,1,J,SO,AGP,AGP,LS 839  ,0,11-Jan-18
LS 858  ,1340,1340,OK ,20-Oct-18,20-Oct-18,A,.....6.,73H,189,1I ,1,J,SO,AGP,AGP,LS 727  ,0,11-Jan-18
LS 858  ,1325,1325,OK ,10-Sep-18,22-Oct-18,A,1......,73H,189,1I ,1,J,SO,AGP,AGP,LS 713  ,0,11-Jan-18
LS 858  ,1305,1305,OK ,25-Sep-18,25-Sep-18,A,.2.....,73C,148,1I ,1,J,SO,AGP,AGP,LS 741  ,0,19-Jan-18
LS 858  ,1340,1340,OK ,28-Sep-18,19-Oct-18,A,....5..,73H,189,1I ,1,J,SO,AGP,AGP,LS 715  ,0,11-Jan-18
LS 858  ,1540,1540,OK ,23-Oct-18,23-Oct-18,A,.2.....,73C,148,1I ,1,J,SO,AGP,AGP,LS 851  ,3,19-Jan-18
LS 858  ,1540,1540,OK ,02-Oct-18,16-Oct-18,A,.2.....,73C,148,1I ,1,J,SO,AGP,AGP,LS 857  ,2,19-Jan-18
LS 858  ,1340,1340,OK ,27-Oct-18,27-Oct-18,A,.....6.,73H,189,1I ,1,J,SO,AGP,AGP,LS 705  ,0,11-Jan-18
WW 860  ,920,920,OK ,25-Mar-18,27-May-18,A,......7,321,200,1I ,1,J,SO,KEF,KEF,WW 861  ,0,27-Dec-17
WW 860  ,920,920,OK ,26-Mar-18,21-May-18,A,1......,321,200,1I ,1,J,SO,KEF,KEF,WW 861  ,0,27-Dec-17
WW 860  ,920,920,OK ,28-Mar-18,23-May-18,A,..3....,321,200,1I ,1,J,SO,KEF,KEF,WW 861  ,0,27-Dec-17
WW 860  ,920,920,OK ,30-Mar-18,25-May-18,A,....5..,321,200,1I ,1,J,SO,KEF,KEF,WW 861  ,0,27-Dec-17
WW 860  ,845,845,OK ,29-May-18,04-Sep-18,A,.2.....,321,200,1I ,1,J,SO,KEF,KEF,WW 861  ,0,24-May-18
WW 860  ,850,850,OK ,31-May-18,06-Sep-18,A,...4...,321,200,1I ,1,J,SO,KEF,KEF,WW 861  ,0,24-May-18
WW 860  ,920,920,OK ,02-Jun-18,01-Sep-18,A,.....6.,321,200,1I ,1,J,SO,KEF,KEF,WW 861  ,0,24-May-18
WW 860  ,920,920,OK ,09-Sep-18,21-Oct-18,A,......7,321,200,1I ,1,J,SO,KEF,KEF,WW 861  ,0,27-Dec-17
BCS860 P,100,100,OK ,26-May-18,26-May-18,D,.....6.,73P,0,FRT,1,H,SO,LEJ,LEJ,        ,0,29-May-18
WW 861  ,1100,1100,OK ,25-Mar-18,27-May-18,D,......7,321,200,1I ,1,J,SO,KEF,KEF,WW 860  ,0,27-Dec-17
WW 861  ,1100,1100,OK ,26-Mar-18,21-May-18,D,1......,321,200,1I ,1,J,SO,KEF,KEF,WW 860  ,0,27-Dec-17
WW 861  ,1100,1100,OK ,28-Mar-18,23-May-18,D,..3....,321,200,1I ,1,J,SO,KEF,KEF,WW 860  ,0,27-Dec-17
WW 861  ,1100,1100,OK ,30-Mar-18,25-May-18,D,....5..,321,200,1I ,1,J,SO,KEF,KEF,WW 860  ,0,27-Dec-17
WW 861  ,1030,1030,OK ,29-May-18,04-Sep-18,D,.2.....,321,200,1I ,1,J,SO,KEF,KEF,WW 860  ,0,24-May-18
WW 861  ,1030,1030,OK ,31-May-18,06-Sep-18,D,...4...,321,200,1I ,1,J,SO,KEF,KEF,WW 860  ,0,24-May-18
WW 861  ,1030,1030,OK ,02-Jun-18,01-Sep-18,D,.....6.,321,200,1I ,1,J,SO,KEF,KEF,WW 860  ,0,24-May-18
WW 861  ,1100,1100,OK ,09-Sep-18,21-Oct-18,D,......7,321,200,1I ,1,J,SO,KEF,KEF,WW 860  ,0,27-Dec-17
LS 865  ,1345,1345,OK ,31-Mar-18,14-Apr-18,D,.....6.,73C,148,1I ,1,J,SO,SZG,SZG,        ,0,03-Oct-17
WW 866  ,2040,2040,OK ,11-May-18,11-May-18,A,....5..,321,200,1I ,1,J,SO,KEF,KEF,WW 867  ,0,16-Jan-18
WW 866  ,2040,2040,OK ,13-May-18,13-May-18,A,......7,321,200,1I ,1,J,SO,KEF,KEF,WW 867  ,0,16-Jan-18
LS 866  ,1930,1930,OK ,31-Mar-18,14-Apr-18,A,.....6.,73C,148,1I ,1,J,SO,SZG,SZG,        ,0,03-Oct-17
WW 867  ,2130,2130,OK ,11-May-18,11-May-18,D,....5..,321,200,1I ,1,J,SO,KEF,KEF,WW 866  ,0,16-Jan-18
WW 867  ,2130,2130,OK ,13-May-18,13-May-18,D,......7,321,200,1I ,1,J,SO,KEF,KEF,WW 866  ,0,16-Jan-18
LS 871  ,1440,1440,OK ,31-May-18,27-Sep-18,D,...4...,73C,148,1I ,1,J,SO,SPU,SPU,LS 858  ,0,06-Apr-18
LS 871  ,1440,1440,OK ,24-May-18,24-May-18,D,...4...,73C,148,1I ,1,J,SO,SPU,SPU,        ,0,06-Apr-18
LS 871  ,1420,1420,OK ,03-Jun-18,30-Sep-18,D,......7,73C,148,1I ,1,J,SO,SPU,SPU,LS 858  ,0,14-Jan-18
LS 871  ,1420,1420,OK ,27-May-18,27-May-18,D,......7,73C,148,1I ,1,J,SO,SPU,SPU,        ,0,14-Jan-18
LS 871  ,1420,1420,OK ,07-Oct-18,21-Oct-18,D,......7,73C,148,1I ,1,J,SO,SPU,SPU,LS 858  ,0,03-Oct-17
LS 872  ,2155,2155,OK ,26-Jul-18,30-Aug-18,A,...4...,73C,148,1I ,1,J,SO,SPU,SPU,LS 729  ,1,14-Jan-18
LS 872  ,2155,2155,OK ,31-May-18,19-Jul-18,A,...4...,73C,148,1I ,1,J,SO,SPU,SPU,LS 853  ,1,14-Jan-18
LS 872  ,2155,2155,OK ,24-May-18,24-May-18,A,...4...,73C,148,1I ,1,J,SO,SPU,SPU,        ,0,14-Jan-18
LS 872  ,2155,2155,OK ,06-Sep-18,27-Sep-18,A,...4...,73C,148,1I ,1,J,SO,SPU,SPU,LS 853  ,1,14-Jan-18
LS 872  ,2135,2135,OK ,29-Jul-18,02-Sep-18,A,......7,73C,148,1I ,1,J,SO,SPU,SPU,LS 729  ,1,14-Jan-18
LS 872  ,2135,2135,OK ,03-Jun-18,22-Jul-18,A,......7,73C,148,1I ,1,J,SO,SPU,SPU,LS 853  ,1,14-Jan-18
LS 872  ,2135,2135,OK ,27-May-18,27-May-18,A,......7,73C,148,1I ,1,J,SO,SPU,SPU,        ,0,14-Jan-18
LS 872  ,2135,2135,OK ,09-Sep-18,30-Sep-18,A,......7,73C,148,1I ,1,J,SO,SPU,SPU,LS 853  ,1,14-Jan-18
LS 872  ,2135,2135,OK ,07-Oct-18,21-Oct-18,A,......7,73C,148,1I ,1,J,SO,SPU,SPU,LS 853  ,1,03-Oct-17
LS 877  ,1430,1430,OK ,01-Jun-18,20-Jul-18,D,....5..,73H,189,1I ,1,J,SO,MAH,MAH,LS 816  ,0,19-Jan-18
LS 877  ,1430,1430,OK ,04-May-18,25-May-18,D,....5..,73H,189,1I ,1,J,SO,MAH,MAH,        ,0,19-Jan-18
LS 877  ,1420,1420,OK ,04-Jun-18,11-Jun-18,D,1......,73C,148,1I ,1,J,SO,MAH,MAH,LS 730  ,0,16-Mar-18
LS 877  ,1420,1420,OK ,28-May-18,28-May-18,D,1......,73C,148,1I ,1,J,SO,MAH,MAH,        ,0,16-Mar-18
LS 877  ,1420,1420,OK ,18-Jun-18,02-Jul-18,D,1......,73H,189,1I ,1,J,SO,MAH,MAH,LS 776  ,0,16-Mar-18
LS 877  ,1420,1420,OK ,10-Sep-18,17-Sep-18,D,1......,73C,148,1I ,1,J,SO,MAH,MAH,LS 730  ,0,16-Mar-18
LS 877  ,1420,1420,OK ,09-Jul-18,23-Jul-18,D,1......,73C,148,1I ,1,J,SO,MAH,MAH,LS 730  ,0,16-Mar-18
LS 877  ,1420,1420,OK ,30-Jul-18,03-Sep-18,D,1......,73C,148,1I ,1,J,SO,MAH,MAH,LS 854  ,0,16-Mar-18
LS 877  ,1430,1430,OK ,27-Jul-18,27-Jul-18,D,....5..,73C,148,1I ,1,J,SO,MAH,MAH,LS 730  ,0,19-Jan-18
LS 877  ,1430,1430,OK ,03-Aug-18,31-Aug-18,D,....5..,73C,148,1I ,1,J,SO,MAH,MAH,LS 730  ,0,11-Jan-18
LS 877  ,1430,1430,OK ,07-Sep-18,21-Sep-18,D,....5..,73H,189,1I ,1,J,SO,MAH,MAH,LS 816  ,0,11-Jan-18
LS 877  ,1430,1430,OK ,28-Sep-18,19-Oct-18,D,....5..,73H,189,1I ,1,J,SO,MAH,MAH,LS 816  ,0,11-Jan-18
LS 878  ,2155,2155,OK ,01-Jun-18,20-Jul-18,A,....5..,73H,189,1I ,1,J,SO,MAH,MAH,LS 717  ,1,19-Jan-18
LS 878  ,2155,2155,OK ,04-May-18,25-May-18,A,....5..,73H,189,1I ,1,J,SO,MAH,MAH,        ,0,19-Jan-18
LS 878  ,2135,2135,OK ,28-May-18,28-May-18,A,1......,73C,148,1I ,1,J,SO,MAH,MAH,LS 805  ,1,16-Mar-18
LS 878  ,2135,2135,OK ,11-Jun-18,11-Jun-18,A,1......,73C,148,1I ,1,J,SO,MAH,MAH,LS 805  ,1,16-Mar-18
LS 878  ,2135,2135,OK ,04-Jun-18,04-Jun-18,A,1......,73C,148,1I ,1,J,SO,MAH,MAH,LS 829  ,2,16-Mar-18
LS 878  ,2135,2135,OK ,18-Jun-18,02-Jul-18,A,1......,73H,189,1I ,1,J,SO,MAH,MAH,LS 717  ,1,16-Mar-18
LS 878  ,2135,2135,OK ,09-Jul-18,27-Aug-18,A,1......,73C,148,1I ,1,J,SO,MAH,MAH,LS 805  ,1,16-Mar-18
LS 878  ,2135,2135,OK ,10-Sep-18,17-Sep-18,A,1......,73C,148,1I ,1,J,SO,MAH,MAH,LS 805  ,1,16-Mar-18
LS 878  ,2135,2135,OK ,03-Sep-18,03-Sep-18,A,1......,73C,148,1I ,1,J,SO,MAH,MAH,        ,0,16-Mar-18
LS 878  ,2155,2155,OK ,27-Jul-18,27-Jul-18,A,....5..,73C,148,1I ,1,J,SO,MAH,MAH,LS 799  ,1,19-Jan-18
LS 878  ,2155,2155,OK ,03-Aug-18,31-Aug-18,A,....5..,73C,148,1I ,1,J,SO,MAH,MAH,LS 799  ,1,11-Jan-18
LS 878  ,2155,2155,OK ,07-Sep-18,19-Oct-18,A,....5..,73H,189,1I ,1,J,SO,MAH,MAH,LS 717  ,1,11-Jan-18
FPO883  ,940,940,OK ,24-Oct-18,24-Oct-18,A,..3....,73W,147,1I ,1,C,SO,CDG,CDG,FPO884 F,0,12-Mar-18
FPO884 F,1030,1030,OK ,24-Oct-18,24-Oct-18,D,..3....,73W,0,1I ,1,P,SO,CDG,CDG,FPO883  ,0,12-Mar-18
SWN900  ,130,130,OK ,04-May-18,04-May-18,D,....5..,ATP,0,FRT,1,P,SO,EMA,EMA,        ,0,04-May-18
VY 901 P,1300,1300,OK ,20-May-18,20-May-18,D,......7,320,0,1I ,1,P,SO,BCN,BCN,        ,0,21-May-18
VY 904 P,650,650,OK ,19-May-18,19-May-18,A,.....6.,320,0,1I ,1,P,SO,BCN,BCN,        ,0,21-May-18
AP 930 P,1915,1915,OK ,27-Jul-18,27-Jul-18,D,....5..,738,0,1I ,1,P,SO,BGY,BGY,AP 4554 ,0,06-Feb-18
EZE943 P,1000,1000,OK ,04-May-18,04-May-18,A,....5..,ER4,0,1D ,1,P,SO,CEG,CEG,EZE9647 ,0,01-May-18
DX 945  ,1300,1300,OK ,29-Jul-18,29-Jul-18,D,......7,AT7,0,1I ,1,P,SO,DUB,DUB,DX 450  ,0,19-Mar-18
