SERVICE_x,OPERATOR_x,A/D_x,AC_x,SEAT_x,TY_x,O/D_x,TROUND_x,FLIGHT_DATE_x,DATETIME_x,LINK_x,SERVICE_y,OPERATOR_y,A/D_y,AC_y,SEAT_y,TY_y,O/D_y,TROUND_y,FLIGHT_DATE_y,DATETIME_y,ID,LINK_y
NPT9H,NPT,A,73P,0.0,M,STN,NPT9   G,2018-04-04 00:00:00,2018-04-04 00:05:00,D10,NPT9G,NPT,D,73P,0.0,M,STN,NPT9   H,2018-04-04 00:00:00,2018-04-04 20:00:00,D10,1.0
EZY6938,EZY,A,320,186.0,J,HER,EZY6985 ,2018-04-04 00:00:00,2018-04-04 00:20:00,D528,EZY422,EZY,D,320,186.0,J,BRS,EZY421  ,2018-04-04 00:00:00,2018-04-04 07:55:00,D528,1.0
NPT12B,NPT,A,73Y,0.0,M,EMA,NPT10  J,2018-04-04 00:00:00,2018-04-04 00:30:00,D18,NPT10J,NPT,D,73Y,0.0,M,STN,NPT12  B,2018-04-04 00:00:00,2018-04-04 21:25:00,D18,1.0
LM777,LM,A,SF3,0.0,M,BFS,LM 777 P,2018-04-04 00:00:00,2018-04-04 00:45:00,D393,LM341,LM,D,SF3,34.0,J,SYY,LM 352  ,2018-04-04 00:00:00,2018-04-04 08:40:00,D393,1.0
NPT10K,NPT,A,73Y,0.0,M,STN,NPT12  A,2018-04-04 00:00:00,2018-04-04 01:10:00,D48,NPT12A,NPT,D,73Y,0.0,M,EMA,NPT10  K,2018-04-04 00:00:00,2018-04-04 21:45:00,D48,1.0
NPT4N,NPT,A,73P,0.0,M,EMA,NPT4   S,2018-04-04 00:00:00,2018-04-04 01:20:00,D0,NPT4S,NPT,D,73P,0.0,M,EMA,NPT4   N,2018-04-04 00:00:00,2018-04-04 22:30:00,D0,1.0
3V25N,3V,A,73P,0.0,F,LGG,3V 26  H,2018-04-04 00:00:00,2018-04-04 04:35:00,D94,3V26H,3V,D,73P,0.0,F,LGG,3V 25  N,2018-04-04 00:00:00,2018-04-04 19:45:00,D94,1.0
BCS2134,BCS,A,75C,0.0,H,EMA,BCS2135 ,2018-04-04 00:00:00,2018-04-04 04:40:00,D1672,BCS2135,BCS,D,75C,0.0,H,EMA,BCS2134 ,2018-04-04 00:00:00,2018-04-04 19:30:00,D1672,1.0
SRR6566,SRR,A,76Y,0.0,F,CGN,SRR6565 ,2018-04-04 00:00:00,2018-04-04 05:15:00,D2094,SRR6565,SRR,D,76Y,0.0,F,CGN,SRR6566 ,2018-04-04 00:00:00,2018-04-04 19:25:00,D2094,1.0
TO3628,TO,A,73H,189.0,J,ORY,TO 3629 ,2018-04-04 00:00:00,2018-04-04 06:00:00,D1945,TO3629,TO,D,73H,189.0,J,ORY,TO 3628 ,2018-04-04 00:00:00,2018-04-04 06:40:00,D1945,1.0
AA278,AA,A,75W,176.0,J,JFK,AA 279  ,2018-04-04 00:00:00,2018-04-04 06:10:00,D277,AA279,AA,D,75W,176.0,J,JFK,AA 278  ,2018-04-04 00:00:00,2018-04-04 09:10:00,D277,1.0
EZS6904,EZS,A,320,186.0,J,GVA,EZS6903 ,2018-04-04 00:00:00,2018-04-04 06:10:00,D2266,EZS6918,EZS,D,320,186.0,J,BSL,EZS6917 ,2018-04-04 00:00:00,2018-04-04 07:40:00,D2266,1.0
QR31,QR,A,359,283.0,J,DOH,QR 32   ,2018-04-04 00:00:00,2018-04-04 06:20:00,D127,QR32,QR,D,359,283.0,J,DOH,QR 31   ,2018-04-04 00:00:00,2018-04-04 07:40:00,D127,1.0
FR812,FR,A,73H,189.0,J,DUB,FR 813  ,2018-04-04 00:00:00,2018-04-04 06:35:00,D2663,FR8884,FR,D,73H,189.0,J,STN,FR 8881 ,2018-04-04 00:00:00,2018-04-04 09:40:00,D2663,1.0
UA36,UA,A,75W,169.0,J,EWR,UA 39   ,2018-04-04 00:00:00,2018-04-04 06:45:00,D132,UA39,UA,D,75W,169.0,J,EWR,UA 36   ,2018-04-04 00:00:00,2018-04-04 08:15:00,D132,1.0
EI3250,EI,A,AT7,72.0,J,DUB,EI 3251 ,2018-04-04 00:00:00,2018-04-04 06:55:00,D1833,EI3251,EI,D,AT7,72.0,J,DUB,EI 3250 ,2018-04-04 00:00:00,2018-04-04 07:20:00,D1833,1.0
AF1686,AF,A,318,131.0,J,CDG,AF 1687 ,2018-04-04 00:00:00,2018-04-04 07:00:00,D1548,AF1687,AF,D,318,131.0,J,CDG,AF 1686 ,2018-04-04 00:00:00,2018-04-04 07:45:00,D1548,1.0
BE4501,BE,A,E75,88.0,J,CWL,BE 4502 ,2018-04-04 00:00:00,2018-04-04 07:10:00,D2002,BE4502,BE,D,E75,88.0,J,CWL,BE 4501 ,2018-04-04 00:00:00,2018-04-04 07:40:00,D2002,1.0
BE680,BE,A,DH4,78.0,J,BHD,BE 843  ,2018-04-04 00:00:00,2018-04-04 07:10:00,D982,BE843,BE,D,DH4,78.0,J,BHX,BE 680  ,2018-04-04 00:00:00,2018-04-04 07:40:00,D982,1.0
LM301,LM,A,D38,31.0,J,NWI,LM 302  ,2018-04-04 00:00:00,2018-04-04 07:15:00,D335,LM302,LM,D,D38,31.0,J,NWI,LM 301  ,2018-04-04 00:00:00,2018-04-04 07:45:00,D335,1.0
BE840,BE,A,DH4,78.0,J,BHX,BE 2103 ,2018-04-04 00:00:00,2018-04-04 07:15:00,D1633,BE2103,BE,D,DH4,78.0,J,LHR,BE 840  ,2018-04-04 00:00:00,2018-04-04 07:55:00,D1633,1.0
EZS6917,EZS,A,320,186.0,J,BSL,EZS6918 ,2018-04-04 00:00:00,2018-04-04 07:15:00,D2213,EZS6903,EZS,D,320,186.0,J,GVA,EZS6904 ,2018-04-04 00:00:00,2018-04-04 08:15:00,D2213,1.0
BA8700,BA,A,E90,98.0,J,LCY,BA 8703 ,2018-04-04 00:00:00,2018-04-04 07:15:00,D2563,BA8703,BA,D,E90,98.0,J,LCY,BA 8700 ,2018-04-04 00:00:00,2018-04-04 07:45:00,D2563,1.0
EI3806,EI,A,AT7,70.0,J,ORK,EI 3675 ,2018-04-04 00:00:00,2018-04-04 07:20:00,D1952,EI3675,EI,D,AT7,70.0,J,SNN,EI 3806 ,2018-04-04 00:00:00,2018-04-04 07:50:00,D1952,1.0
KL1277,KL,A,73H,186.0,J,AMS,KL 1278 ,2018-04-04 00:00:00,2018-04-04 07:25:00,D1213,KL1278,KL,D,73H,186.0,J,AMS,KL 1277 ,2018-04-04 00:00:00,2018-04-04 08:10:00,D1213,1.0
BA1432,BA,A,320,168.0,J,LHR,BA 1439 ,2018-04-04 00:00:00,2018-04-04 07:25:00,D1365,BA1439,BA,D,320,168.0,J,LHR,BA 1432 ,2018-04-04 00:00:00,2018-04-04 08:15:00,D1365,1.0
EZY421,EZY,A,320,186.0,J,BRS,EZY422  ,2018-04-04 00:00:00,2018-04-04 07:30:00,D1733,EZY2684,EZY,D,320,180.0,J,MXP,EZY2683 ,2018-04-04 00:00:00,2018-04-04 08:30:00,D1733,1.0
LM390,LM,A,SF3,33.0,J,KOI,LM 391  ,2018-04-04 00:00:00,2018-04-04 07:50:00,D424,LM353,LM,D,SF3,33.0,J,LSI,LM 358  ,2018-04-04 00:00:00,2018-04-04 08:45:00,D424,1.0
BA2936,BA,A,319,144.0,J,LGW,BA 2937 ,2018-04-04 00:00:00,2018-04-04 07:50:00,D1824,BA2945,BA,D,319,144.0,J,LGW,BA 2944 ,2018-04-04 00:00:00,2018-04-04 19:00:00,D1824,1.0
EZY2683,EZY,A,320,180.0,J,MXP,EZY2684 ,2018-04-04 00:00:00,2018-04-04 08:00:00,D2433,EZY6977,EZY,D,320,186.0,J,SXF,EZY481  ,2018-04-04 00:00:00,2018-04-04 08:45:00,D2433,1.0
EI3550,EI,A,AT7,72.0,J,DUB,EI 3551 ,2018-04-04 00:00:00,2018-04-04 08:00:00,D1928,EI3551,EI,D,AT7,72.0,J,DUB,EI 3550 ,2018-04-04 00:00:00,2018-04-04 08:30:00,D1928,1.0
LM352,LM,A,SF3,34.0,J,LSI,LM 341  ,2018-04-04 00:00:00,2018-04-04 08:05:00,D380,LM335,LM,D,SF3,34.0,J,WIC,LM 350  ,2018-04-04 00:00:00,2018-04-04 10:30:00,D380,1.0
D81605,D8,A,7M8,189.0,J,PVD,D8 1640 ,2018-04-04 00:00:00,2018-04-04 08:05:00,D1529,D81640,D8,D,7M8,189.0,J,OSL,D8 1605 ,2018-04-04 00:00:00,2018-04-04 10:25:00,D1529,1.0
BA1434,BA,A,763,259.0,J,LHR,BA 1441 ,2018-04-04 00:00:00,2018-04-04 08:10:00,D1375,BA1441,BA,D,763,259.0,J,LHR,BA 1434 ,2018-04-04 00:00:00,2018-04-04 09:05:00,D1375,1.0
EZY481,EZY,A,320,186.0,J,BFS,EZY6977 ,2018-04-04 00:00:00,2018-04-04 08:15:00,D2282,EZY6921,EZY,D,320,186.0,J,AMS,EZY231  ,2018-04-04 00:00:00,2018-04-04 09:05:00,D2282,1.0
D85510,D8,A,73H,186.0,J,BCN,D8 5511 ,2018-04-04 00:00:00,2018-04-04 08:25:00,D2040,D85511,D8,D,73H,186.0,J,BCN,D8 5510 ,2018-04-04 00:00:00,2018-04-04 09:05:00,D2040,1.0
BE291,BE,A,DH4,78.0,J,MAN,BE 292  ,2018-04-04 00:00:00,2018-04-04 08:25:00,D304,BE292,BE,D,DH4,78.0,J,MAN,BE 291  ,2018-04-04 00:00:00,2018-04-04 09:00:00,D304,1.0
EZY231,EZY,A,320,186.0,J,STN,EZY6921 ,2018-04-04 00:00:00,2018-04-04 08:40:00,D597,EZY484,EZY,D,320,186.0,J,BFS,EZY803  ,2018-04-04 00:00:00,2018-04-04 09:15:00,D597,1.0
EZY803,EZY,A,320,186.0,J,LGW,EZY484  ,2018-04-04 00:00:00,2018-04-04 08:45:00,D2223,EZY6905,EZY,D,320,186.0,J,GVA,EZY11   ,2018-04-04 00:00:00,2018-04-04 09:45:00,D2223,1.0
BE842,BE,A,DH4,78.0,J,BHX,BE 689  ,2018-04-04 00:00:00,2018-04-04 08:55:00,D1000,BE845,BE,D,DH4,78.0,J,BHX,BE 262  ,2018-04-04 00:00:00,2018-04-04 09:40:00,D1000,1.0
BA8704,BA,A,E90,98.0,J,LCY,BA 8715 ,2018-04-04 00:00:00,2018-04-04 09:00:00,D2615,BA8715,BA,D,E90,98.0,J,LCY,BA 8704 ,2018-04-04 00:00:00,2018-04-04 09:40:00,D2615,1.0
REV71C,REV,A,CN2,0.0,F,EMA,REV71  D,2018-04-04 00:00:00,2018-04-04 09:05:00,D148,REV71D,REV,D,CN2,0.0,F,EMA,REV71  C,2018-04-04 00:00:00,2018-04-04 09:40:00,D148,1.0
BE262,BE,A,DH4,78.0,J,EMA,BE 845  ,2018-04-04 00:00:00,2018-04-04 09:05:00,D167,BE210,BE,D,DH4,78.0,J,EXT,BE 763  ,2018-04-04 00:00:00,2018-04-04 09:50:00,D167,1.0
BE763,BE,A,DH4,78.0,J,SOU,BE 210  ,2018-04-04 00:00:00,2018-04-04 09:10:00,D753,BE764,BE,D,DH4,78.0,J,SOU,BE 1332 ,2018-04-04 00:00:00,2018-04-04 09:50:00,D753,1.0
FR8881,FR,A,73H,189.0,J,STN,FR 8884 ,2018-04-04 00:00:00,2018-04-04 09:15:00,D2205,FR6826,FR,D,73H,189.0,J,FAO,FR 6827 ,2018-04-04 00:00:00,2018-04-04 10:05:00,D2205,1.0
EZY11,EZY,A,320,186.0,J,LTN,EZY6905 ,2018-04-04 00:00:00,2018-04-04 09:15:00,D2482,EZY6995,EZY,D,320,186.0,J,MAD,EZY233  ,2018-04-04 00:00:00,2018-04-04 11:00:00,D2482,1.0
WW860,WW,A,321,200.0,J,KEF,WW 861  ,2018-04-04 00:00:00,2018-04-04 09:20:00,D1081,WW861,WW,D,321,200.0,J,KEF,WW 860  ,2018-04-04 00:00:00,2018-04-04 11:00:00,D1081,1.0
BE1332,BE,A,DH4,78.0,J,LCY,BE 764  ,2018-04-04 00:00:00,2018-04-04 09:20:00,D251,BE263,BE,D,DH4,78.0,J,EMA,BE 1334 ,2018-04-04 00:00:00,2018-04-04 11:00:00,D251,1.0
BE2102,BE,A,DH4,78.0,J,LHR,BE 2107 ,2018-04-04 00:00:00,2018-04-04 09:25:00,D672,BE687,BE,D,DH4,78.0,J,BHD,BE 293  ,2018-04-04 00:00:00,2018-04-04 12:25:00,D672,1.0
BA1438,BA,A,320,168.0,J,LHR,BA 1443 ,2018-04-04 00:00:00,2018-04-04 09:30:00,D1390,BA1443,BA,D,320,168.0,J,LHR,BA 1438 ,2018-04-04 00:00:00,2018-04-04 10:55:00,D1390,1.0
FR6827,FR,A,73H,189.0,J,FAO,FR 6826 ,2018-04-04 00:00:00,2018-04-04 09:40:00,D2530,FR7834,FR,D,73H,189.0,J,BZR,FR 6653 ,2018-04-04 00:00:00,2018-04-04 10:35:00,D2530,1.0
LM350,LM,A,SF3,34.0,J,LSI,LM 335  ,2018-04-04 00:00:00,2018-04-04 09:50:00,D446,LM355,LM,D,SF3,33.0,J,LSI,LM 354  ,2018-04-04 00:00:00,2018-04-04 12:45:00,D446,1.0
BE1334,BE,A,DH4,78.0,J,LCY,BE 263  ,2018-04-04 00:00:00,2018-04-04 10:00:00,D319,BE294,BE,D,DH4,78.0,J,MAN,BE 688  ,2018-04-04 00:00:00,2018-04-04 13:30:00,D319,1.0
EI3252,EI,A,AT7,72.0,J,DUB,EI 3253 ,2018-04-04 00:00:00,2018-04-04 10:10:00,D1848,EI3253,EI,D,AT7,72.0,J,DUB,EI 3252 ,2018-04-04 00:00:00,2018-04-04 10:35:00,D1848,1.0
EZY6962,EZY,A,320,186.0,J,PRG,EZY234  ,2018-04-04 00:00:00,2018-04-04 10:15:00,D199,EZY234,EZY,D,320,180.0,J,STN,EZY6962 ,2018-04-04 00:00:00,2018-04-04 11:10:00,D199,1.0
EZY233,EZY,A,320,180.0,J,STN,EZY6995 ,2018-04-04 00:00:00,2018-04-04 10:40:00,D858,EZY806,EZY,D,320,186.0,J,LGW,EZY6990 ,2018-04-04 00:00:00,2018-04-04 12:40:00,D858,1.0
EW362,EW,A,32A,180.0,J,CGN,EW 363  ,2018-04-04 00:00:00,2018-04-04 10:55:00,D470,EW363,EW,D,32A,180.0,J,CGN,EW 362  ,2018-04-04 00:00:00,2018-04-04 11:30:00,D470,1.0
LH962,LH,A,321,195.0,J,FRA,LH 963  ,2018-04-04 00:00:00,2018-04-04 11:00:00,D1089,LH963,LH,D,321,195.0,J,FRA,LH 962  ,2018-04-04 00:00:00,2018-04-04 11:45:00,D1089,1.0
LM392,LM,A,SF3,33.0,J,KOI,LM 777 P,2018-04-04 00:00:00,2018-04-04 11:15:00,D408,LM347,LM,D,SF3,34.0,J,SYY,LM 342  ,2018-04-04 00:00:00,2018-04-04 13:40:00,D408,1.0
SK2541,SK,A,CR9,90.0,J,ARN,SK 2542 ,2018-04-04 00:00:00,2018-04-04 11:20:00,D1707,SK2542,SK,D,CR9,90.0,J,ARN,SK 2541 ,2018-04-04 00:00:00,2018-04-04 12:00:00,D1707,1.0
LM342,LM,A,SF3,34.0,J,SYY,LM 347  ,2018-04-04 00:00:00,2018-04-04 11:20:00,D504,LM397A,LM,D,SF3,33.0,J,KOI,LM 336  ,2018-04-04 00:00:00,2018-04-04 13:45:00,D504,1.0
EZY483,EZY,A,320,186.0,J,BFS,EZY6961 ,2018-04-04 00:00:00,2018-04-04 11:25:00,D2349,EZY6945,EZY,D,320,186.0,J,PFO,EZY6940 ,2018-04-04 00:00:00,2018-04-04 12:50:00,D2349,1.0
EI3672,EI,A,AT7,70.0,J,SNN,EI 3805 ,2018-04-04 00:00:00,2018-04-04 11:30:00,D1965,EI3805,EI,D,AT7,70.0,J,ORK,EI 3672 ,2018-04-04 00:00:00,2018-04-04 12:00:00,D1965,1.0
KL1281,KL,A,73H,186.0,J,AMS,KL 1282 ,2018-04-04 00:00:00,2018-04-04 11:40:00,D1228,KL1282,KL,D,73H,186.0,J,AMS,KL 1281 ,2018-04-04 00:00:00,2018-04-04 12:25:00,D1228,1.0
EZY6940,EZY,A,320,186.0,J,KRK,EZY6945 ,2018-04-04 00:00:00,2018-04-04 11:40:00,D215,EZY238,EZY,D,320,186.0,J,STN,EZY6922 ,2018-04-04 00:00:00,2018-04-04 13:20:00,D215,1.0
BA2216,BA,A,E90,98.0,J,LCY,BA 2217 ,2018-04-04 00:00:00,2018-04-04 11:50:00,D1683,BA2217,BA,D,E90,98.0,J,LCY,BA 2216 ,2018-04-04 00:00:00,2018-04-04 12:30:00,D1683,1.0
EZY6960,EZY,A,319,156.0,J,NCE,EZY6955 ,2018-04-04 00:00:00,2018-04-04 11:50:00,D2417,EZY6971,EZY,D,319,156.0,J,LYS,EZY6972 ,2018-04-04 00:00:00,2018-04-04 13:10:00,D2417,1.0
FR1065,FR,A,73H,189.0,J,TLS,FR 6652 ,2018-04-04 00:00:00,2018-04-04 11:50:00,D2118,FR6621,FR,D,73H,189.0,J,TFS,FR 6682 ,2018-04-04 00:00:00,2018-04-04 12:40:00,D2118,1.0
FR6267,FR,A,73H,189.0,J,BCN,FR 5579 ,2018-04-04 00:00:00,2018-04-04 11:55:00,D933,FR817,FR,D,73H,189.0,J,DUB,FR 816  ,2018-04-04 00:00:00,2018-04-04 13:10:00,D933,1.0
BE293,BE,A,DH4,78.0,J,MAN,BE 687  ,2018-04-04 00:00:00,2018-04-04 11:55:00,D775,BE768,BE,D,DH4,78.0,J,SOU,BE 846  ,2018-04-04 00:00:00,2018-04-04 14:05:00,D775,1.0
FR7142,FR,A,73H,189.0,J,VGO,FR 2674 ,2018-04-04 00:00:00,2018-04-04 11:55:00,D2505,FR7352,FR,D,73H,189.0,J,CRL,FR 8883 ,2018-04-04 00:00:00,2018-04-04 13:15:00,D2505,1.0
BE2104,BE,A,DH4,78.0,J,LHR,BE 851  ,2018-04-04 00:00:00,2018-04-04 12:00:00,D1007,BE849,BE,D,DH4,78.0,J,BHX,BE 211  ,2018-04-04 00:00:00,2018-04-04 14:10:00,D1007,1.0
BA1442,BA,A,319,143.0,J,LHR,BA 1445 ,2018-04-04 00:00:00,2018-04-04 12:05:00,D1782,BA2931,BA,D,319,144.0,J,LGW,BA 1462 ,2018-04-05 00:00:00,2018-04-05 05:40:00,D1782,1.0
FR6682,FR,A,73H,189.0,J,CIA,FR 6621 ,2018-04-04 00:00:00,2018-04-04 12:10:00,D1745,FR2684,FR,D,73H,189.0,J,STN,FR 6657 ,2018-04-04 00:00:00,2018-04-04 13:40:00,D1745,1.0
LM354,LM,A,SF3,33.0,J,LSI,LM 355  ,2018-04-04 00:00:00,2018-04-04 12:10:00,D458,LM357,LM,D,SF3,33.0,J,LSI,LM 356  ,2018-04-04 00:00:00,2018-04-04 16:55:00,D458,1.0
EZY6990,EZY,A,320,186.0,J,ALC,EZY806  ,2018-04-04 00:00:00,2018-04-04 12:10:00,D2459,EZY6985,EZY,D,320,186.0,J,SOF,EZY6938 ,2018-04-04 00:00:00,2018-04-04 13:50:00,D2459,1.0
EZY6972,EZY,A,319,156.0,J,LYS,EZY6971 ,2018-04-04 00:00:00,2018-04-04 12:30:00,D1910,EZY3386,EZY,D,319,156.0,J,VCE,EZY3385 ,2018-04-04 00:00:00,2018-04-04 13:25:00,D1910,1.0
EZY6922,EZY,A,320,186.0,J,AMS,EZY238  ,2018-04-04 00:00:00,2018-04-04 12:35:00,D2354,EZY6949,EZY,D,320,186.0,J,TFS,EZY6978 ,2018-04-04 00:00:00,2018-04-04 14:20:00,D2354,1.0
BE846,BE,A,DH4,78.0,J,BHX,BE 768  ,2018-04-04 00:00:00,2018-04-04 12:45:00,D1307,BE1341,BE,D,DH4,78.0,J,LCY,BE 767  ,2018-04-04 00:00:00,2018-04-04 14:40:00,D1307,1.0
FR816,FR,A,73H,189.0,J,DUB,FR 817  ,2018-04-04 00:00:00,2018-04-04 12:45:00,D1118,FR1017,FR,D,73H,189.0,J,BUD,FR 6604 ,2018-04-04 00:00:00,2018-04-04 13:55:00,D1118,1.0
BE688,BE,A,DH4,78.0,J,BHD,BE 294  ,2018-04-04 00:00:00,2018-04-04 12:50:00,D677,BE689,BE,D,DH4,78.0,J,BHD,BE 842  ,2018-04-04 00:00:00,2018-04-04 14:45:00,D677,1.0
FR8883,FR,A,73H,189.0,J,STN,FR 7352 ,2018-04-04 00:00:00,2018-04-04 12:50:00,D2140,FR6652,FR,D,73H,189.0,J,AGP,FR 1065 ,2018-04-04 00:00:00,2018-04-04 15:40:00,D2140,1.0
EZY3385,EZY,A,319,156.0,J,VCE,EZY3386 ,2018-04-04 00:00:00,2018-04-04 12:55:00,D2383,EZY6957,EZY,D,319,156.0,J,CDG,EZY6956 ,2018-04-04 00:00:00,2018-04-04 17:00:00,D2383,1.0
LM336,LM,A,SF3,33.0,J,WIC,LM 397 A,2018-04-04 00:00:00,2018-04-04 13:10:00,D510,LM399,LM,D,SF3,34.0,J,KOI,LM 348  ,2018-04-04 00:00:00,2018-04-04 17:00:00,D510,1.0
FR6657,FR,A,73H,189.0,J,PMI,FR 2684 ,2018-04-04 00:00:00,2018-04-04 13:15:00,D2055,FR5579,FR,D,73H,189.0,J,ALC,FR 6267 ,2018-04-04 00:00:00,2018-04-04 15:55:00,D2055,1.0
BE211,BE,A,DH4,78.0,J,EXT,BE 849  ,2018-04-04 00:00:00,2018-04-04 13:15:00,D1651,BE2107,BE,D,DH4,78.0,J,LHR,BE 2102 ,2018-04-04 00:00:00,2018-04-04 14:50:00,D1651,1.0
EW1712,EW,A,32A,180.0,J,MUC,EW 1713 ,2018-04-04 00:00:00,2018-04-04 13:15:00,D1564,EW1713,EW,D,32A,180.0,J,MUC,EW 1712 ,2018-04-04 00:00:00,2018-04-04 13:55:00,D1564,1.0
BE767,BE,A,DH4,78.0,J,SOU,BE 1341 ,2018-04-04 00:00:00,2018-04-04 13:20:00,D1316,BE1343,BE,D,DH4,78.0,J,LCY,BE 848  ,2018-04-04 00:00:00,2018-04-04 15:55:00,D1316,1.0
EI3254,EI,A,AT7,72.0,J,DUB,EI 3255 ,2018-04-04 00:00:00,2018-04-04 13:30:00,D1863,EI3255,EI,D,AT7,72.0,J,DUB,EI 3254 ,2018-04-04 00:00:00,2018-04-04 14:00:00,D1863,1.0
D83502,D8,A,73H,186.0,J,CPH,D8 3503 ,2018-04-04 00:00:00,2018-04-04 13:30:00,D1917,D83503,D8,D,73H,186.0,J,CPH,D8 3502 ,2018-04-04 00:00:00,2018-04-04 14:00:00,D1917,1.0
BA1446,BA,A,320,168.0,J,LHR,BA 1453 ,2018-04-04 00:00:00,2018-04-04 13:30:00,D1424,BA1453,BA,D,320,168.0,J,LHR,BA 1446 ,2018-04-04 00:00:00,2018-04-04 14:20:00,D1424,1.0
FR6604,FR,A,73H,189.0,J,IBZ,FR 1017 ,2018-04-04 00:00:00,2018-04-04 13:30:00,D1155,FR1068,FR,D,73H,189.0,J,TSF,FR 7835 ,2018-04-04 00:00:00,2018-04-04 16:50:00,D1155,1.0
EZY6978,EZY,A,320,186.0,J,SXF,EZY6949 ,2018-04-04 00:00:00,2018-04-04 13:40:00,D874,EZY808,EZY,D,320,186.0,J,LGW,EZY15   ,2018-04-04 00:00:00,2018-04-04 14:35:00,D874,1.0
KL1285,KL,A,E90,100.0,J,AMS,KL 1286 ,2018-04-04 00:00:00,2018-04-04 13:55:00,D1243,KL1286,KL,D,E90,100.0,J,AMS,KL 1285 ,2018-04-04 00:00:00,2018-04-04 14:30:00,D1243,1.0
TK1345,TK,A,73H,165.0,J,IST,TK 1346 ,2018-04-04 00:00:00,2018-04-04 14:00:00,D1329,TK1346,TK,D,73H,165.0,J,IST,TK 1345 ,2018-04-04 00:00:00,2018-04-04 14:55:00,D1329,1.0
BA1444,BA,A,320,168.0,J,LHR,BA 1447 ,2018-04-04 00:00:00,2018-04-04 14:10:00,D1412,BA1447,BA,D,320,168.0,J,LHR,BA 1444 ,2018-04-04 00:00:00,2018-04-04 15:05:00,D1412,1.0
LM305,LM,A,D38,31.0,J,NWI,LM 306  ,2018-04-04 00:00:00,2018-04-04 14:10:00,D351,LM306,LM,D,D38,31.0,J,NWI,LM 305  ,2018-04-04 00:00:00,2018-04-04 14:40:00,D351,1.0
EZY807,EZY,A,320,186.0,J,LGW,EZY16   ,2018-04-04 00:00:00,2018-04-04 14:10:00,D68,EZY16,EZY,D,320,186.0,J,LTN,EZY807  ,2018-04-04 00:00:00,2018-04-04 14:40:00,D68,1.0
EZY15,EZY,A,320,186.0,J,LTN,EZY808  ,2018-04-04 00:00:00,2018-04-04 14:10:00,D605,EZY486,EZY,D,320,186.0,J,BFS,EZY6906 ,2018-04-04 00:00:00,2018-04-04 15:25:00,D605,1.0
BA8716,BA,A,E70,76.0,J,LCY,BA 8707 ,2018-04-04 00:00:00,2018-04-04 14:40:00,D2584,BA8707,BA,D,E70,76.0,J,LCY,BA 8716 ,2018-04-04 00:00:00,2018-04-04 15:30:00,D2584,1.0
D81641,D8,A,7M8,189.0,J,OSL,D8 1600 ,2018-04-04 00:00:00,2018-04-04 14:40:00,D1510,D81600,D8,D,7M8,189.0,J,SWF,D8 1641 ,2018-04-04 00:00:00,2018-04-04 16:10:00,D1510,1.0
AF1486,AF,A,E90,100.0,J,CDG,AF 1487 ,2018-04-04 00:00:00,2018-04-04 14:45:00,D1493,AF1487,AF,D,E90,100.0,J,CDG,AF 1486 ,2018-04-04 00:00:00,2018-04-04 15:25:00,D1493,1.0
EZY6906,EZY,A,320,186.0,J,GVA,EZY486  ,2018-04-04 00:00:00,2018-04-04 14:45:00,D548,EZY428,EZY,D,320,186.0,J,BRS,EZY427  ,2018-04-04 00:00:00,2018-04-04 16:30:00,D548,1.0
EI3256,EI,A,AT7,72.0,J,DUB,EI 3257 ,2018-04-04 00:00:00,2018-04-04 14:45:00,D1878,EI3257,EI,D,AT7,72.0,J,DUB,EI 3256 ,2018-04-04 00:00:00,2018-04-04 15:15:00,D1878,1.0
SN2063,SN,A,319,141.0,J,BRU,SN 2064 ,2018-04-04 00:00:00,2018-04-04 15:10:00,D1589,SN2064,SN,D,319,141.0,J,BRU,SN 2063 ,2018-04-04 00:00:00,2018-04-04 15:55:00,D1589,1.0
BE848,BE,A,DH4,78.0,J,BHX,BE 1343 ,2018-04-04 00:00:00,2018-04-04 15:30:00,D1028,BE851,BE,D,DH4,78.0,J,BHX,BE 2104 ,2018-04-04 00:00:00,2018-04-04 16:15:00,D1028,1.0
BA1448,BA,A,320,168.0,J,LHR,BA 1455 ,2018-04-04 00:00:00,2018-04-04 15:45:00,D1430,BA1455,BA,D,320,168.0,J,LHR,BA 1448 ,2018-04-04 00:00:00,2018-04-04 16:30:00,D1430,1.0
EZY427,EZY,A,320,186.0,J,BRS,EZY428  ,2018-04-04 00:00:00,2018-04-04 16:00:00,D2423,EZY6975,EZY,D,320,186.0,J,BIO,EZY237  ,2018-04-04 00:00:00,2018-04-04 16:50:00,D2423,1.0
KL1289,KL,A,E90,100.0,J,AMS,KL 1290 ,2018-04-04 00:00:00,2018-04-04 16:00:00,D1260,KL1290,KL,D,E90,100.0,J,AMS,KL 1289 ,2018-04-04 00:00:00,2018-04-04 16:30:00,D1260,1.0
FR7835,FR,A,73H,189.0,J,BZR,FR 1068 ,2018-04-04 00:00:00,2018-04-04 16:00:00,D2680,FR8888,FR,D,73H,189.0,J,STN,FR 2685 ,2018-04-04 00:00:00,2018-04-04 17:15:00,D2680,1.0
LM398,LM,A,SF3,33.0,J,KOI,LM 351  ,2018-04-04 00:00:00,2018-04-04 16:10:00,D813,LM776P,LM,D,SF3,0.0,P,EMA,LM 775  ,2018-04-04 00:00:00,2018-04-04 21:40:00,D813,1.0
