SERVICE_x,OPERATOR_x,A/D_x,AC_x,SEAT_x,TY_x,O/D_x,TROUND_x,FLIGHT_DATE_x,DATETIME_x,LINK_x,SERVICE_y,OPERATOR_y,A/D_y,AC_y,SEAT_y,TY_y,O/D_y,TROUND_y,FLIGHT_DATE_y,DATETIME_y,ID,LINK_y
NPT9H,NPT,A,73P,0.0,M,STN,NPT9   G,2018-04-10 00:00:00,2018-04-10 00:05:00,D14,NPT9G,NPT,D,73P,0.0,M,STN,NPT9   H,2018-04-10 00:00:00,2018-04-10 20:00:00,D14,1.0
NPT12B,NPT,A,73Y,0.0,M,EMA,NPT10  J,2018-04-10 00:00:00,2018-04-10 00:30:00,D23,NPT10J,NPT,D,73Y,0.0,M,STN,NPT12  B,2018-04-10 00:00:00,2018-04-10 21:25:00,D23,1.0
EZY6950,EZY,A,320,186.0,J,TFS,EZY238  ,2018-04-10 00:00:00,2018-04-10 00:30:00,D2421,EZY6973,EZY,D,320,186.0,J,PMI,EZY803  ,2018-04-10 00:00:00,2018-04-10 09:25:00,D2421,1.0
NPT10K,NPT,A,73Y,0.0,M,STN,NPT12  A,2018-04-10 00:00:00,2018-04-10 01:10:00,D53,NPT12A,NPT,D,73Y,0.0,M,EMA,NPT10  K,2018-04-10 00:00:00,2018-04-10 21:45:00,D53,1.0
NPT4N,NPT,A,73P,0.0,M,EMA,NPT4   S,2018-04-10 00:00:00,2018-04-10 01:20:00,D7,NPT4S,NPT,D,73P,0.0,M,EMA,NPT4   N,2018-04-10 00:00:00,2018-04-10 22:30:00,D7,1.0
3V25N,3V,A,73P,0.0,F,LGG,3V 26  H,2018-04-10 00:00:00,2018-04-10 04:35:00,D97,3V26H,3V,D,73P,0.0,F,LGG,3V 25  N,2018-04-10 00:00:00,2018-04-10 19:45:00,D97,1.0
BCS2134,BCS,A,75C,0.0,H,EMA,BCS2135 ,2018-04-10 00:00:00,2018-04-10 04:40:00,D1674,BCS2135,BCS,D,75C,0.0,H,EMA,BCS2134 ,2018-04-10 00:00:00,2018-04-10 19:30:00,D1674,1.0
SRR6566,SRR,A,76Y,0.0,F,CGN,SRR6565 ,2018-04-10 00:00:00,2018-04-10 05:15:00,D2096,SRR6565,SRR,D,76Y,0.0,F,CGN,SRR6566 ,2018-04-10 00:00:00,2018-04-10 19:25:00,D2096,1.0
FR1077,FR,A,73H,189.0,J,HAM,FR 1078 ,2018-04-10 00:00:00,2018-04-10 06:05:00,D1160,FR1071,FR,D,73H,189.0,J,VLC,FR 5578 ,2018-04-10 00:00:00,2018-04-10 07:25:00,D1160,1.0
AA278,AA,A,75W,176.0,J,JFK,AA 279  ,2018-04-10 00:00:00,2018-04-10 06:10:00,D280,AA279,AA,D,75W,176.0,J,JFK,AA 278  ,2018-04-10 00:00:00,2018-04-10 09:10:00,D280,1.0
EY27,EY,A,332,262.0,J,AUH,EY 28   ,2018-04-10 00:00:00,2018-04-10 06:20:00,D110,EY28,EY,D,332,262.0,J,AUH,EY 27   ,2018-04-10 00:00:00,2018-04-10 08:05:00,D110,1.0
UA36,UA,A,75W,169.0,J,EWR,UA 39   ,2018-04-10 00:00:00,2018-04-10 06:45:00,D138,UA39,UA,D,75W,169.0,J,EWR,UA 36   ,2018-04-10 00:00:00,2018-04-10 08:15:00,D138,1.0
FR812,FR,A,73H,189.0,J,DUB,FR 813  ,2018-04-10 00:00:00,2018-04-10 06:50:00,D1182,FR1119,FR,D,73H,189.0,J,CCF,FR 6653 ,2018-04-10 00:00:00,2018-04-10 07:30:00,D1182,1.0
EI3250,EI,A,AT7,72.0,J,DUB,EI 3251 ,2018-04-10 00:00:00,2018-04-10 06:55:00,D1839,EI3251,EI,D,AT7,72.0,J,DUB,EI 3250 ,2018-04-10 00:00:00,2018-04-10 07:20:00,D1839,1.0
AF1686,AF,A,318,131.0,J,CDG,AF 1687 ,2018-04-10 00:00:00,2018-04-10 07:00:00,D1549,AF1687,AF,D,318,131.0,J,CDG,AF 1686 ,2018-04-10 00:00:00,2018-04-10 07:45:00,D1549,1.0
BE840,BE,A,DH4,78.0,J,BHX,BE 2103 ,2018-04-10 00:00:00,2018-04-10 07:10:00,D986,BE843,BE,D,DH4,78.0,J,BHX,BE 680  ,2018-04-10 00:00:00,2018-04-10 07:40:00,D986,1.0
BE4501,BE,A,E75,88.0,J,CWL,BE 4502 ,2018-04-10 00:00:00,2018-04-10 07:10:00,D2003,BE4502,BE,D,E75,88.0,J,CWL,BE 4501 ,2018-04-10 00:00:00,2018-04-10 07:40:00,D2003,1.0
BE680,BE,A,DH4,78.0,J,BHD,BE 843  ,2018-04-10 00:00:00,2018-04-10 07:10:00,D1630,BE2103,BE,D,DH4,78.0,J,LHR,BE 840  ,2018-04-10 00:00:00,2018-04-10 07:55:00,D1630,1.0
LM301,LM,A,D38,31.0,J,NWI,LM 302  ,2018-04-10 00:00:00,2018-04-10 07:15:00,D338,LM302,LM,D,D38,31.0,J,NWI,LM 301  ,2018-04-10 00:00:00,2018-04-10 07:45:00,D338,1.0
EZY421,EZY,A,320,186.0,J,BRS,EZY422  ,2018-04-10 00:00:00,2018-04-10 07:15:00,D2229,EZY6905,EZY,D,320,186.0,J,GVA,EZY6974 ,2018-04-10 00:00:00,2018-04-10 09:45:00,D2229,1.0
BA8700,BA,A,E90,98.0,J,LCY,BA 8703 ,2018-04-10 00:00:00,2018-04-10 07:15:00,D2565,BA8703,BA,D,E90,98.0,J,LCY,BA 8700 ,2018-04-10 00:00:00,2018-04-10 07:45:00,D2565,1.0
EZS6917,EZS,A,320,186.0,J,BSL,EZS6918 ,2018-04-10 00:00:00,2018-04-10 07:15:00,D2269,EZS6918,EZS,D,320,186.0,J,BSL,EZS6917 ,2018-04-10 00:00:00,2018-04-10 07:40:00,D2269,1.0
EI3806,EI,A,AT7,70.0,J,ORK,EI 3675 ,2018-04-10 00:00:00,2018-04-10 07:20:00,D1957,EI3675,EI,D,AT7,70.0,J,SNN,EI 3806 ,2018-04-10 00:00:00,2018-04-10 07:50:00,D1957,1.0
BA1432,BA,A,320,168.0,J,LHR,BA 1447 ,2018-04-10 00:00:00,2018-04-10 07:20:00,D1389,BA1443,BA,D,320,168.0,J,LHR,BA 1438 ,2018-04-10 00:00:00,2018-04-10 10:45:00,D1389,1.0
KL1277,KL,A,73H,186.0,J,AMS,KL 1278 ,2018-04-10 00:00:00,2018-04-10 07:25:00,D1217,KL1278,KL,D,73H,186.0,J,AMS,KL 1277 ,2018-04-10 00:00:00,2018-04-10 08:10:00,D1217,1.0
BA2936,BA,A,319,144.0,J,LGW,BA 1439 ,2018-04-10 00:00:00,2018-04-10 07:35:00,D1451,BA1459,BA,D,319,143.0,J,LHR,BA 1452 ,2018-04-11 00:00:00,2018-04-11 17:35:00,D1451,1.0
LM390,LM,A,SF3,33.0,J,KOI,LM 391  ,2018-04-10 00:00:00,2018-04-10 07:50:00,D406,LM347,LM,D,SF3,34.0,J,SYY,LM 342  ,2018-04-10 00:00:00,2018-04-10 13:45:00,D406,1.0
D81601,D8,A,7M8,189.0,J,SWF,D8 1640 ,2018-04-10 00:00:00,2018-04-10 07:55:00,D1527,D81640,D8,D,7M8,189.0,J,OSL,D8 1601 ,2018-04-10 00:00:00,2018-04-10 10:25:00,D1527,1.0
BA1434,BA,A,763,259.0,J,LHR,BA 1441 ,2018-04-10 00:00:00,2018-04-10 08:00:00,D1374,BA1441,BA,D,763,259.0,J,LHR,BA 1434 ,2018-04-10 00:00:00,2018-04-10 08:55:00,D1374,1.0
EI3550,EI,A,AT7,72.0,J,DUB,EI 3551 ,2018-04-10 00:00:00,2018-04-10 08:00:00,D1934,EI3551,EI,D,AT7,72.0,J,DUB,EI 3550 ,2018-04-10 00:00:00,2018-04-10 08:30:00,D1934,1.0
LM352,LM,A,SF3,34.0,J,LSI,LM 341  ,2018-04-10 00:00:00,2018-04-10 08:05:00,D462,LM357,LM,D,SF3,33.0,J,LSI,LM 356  ,2018-04-10 00:00:00,2018-04-10 16:55:00,D462,1.0
EZY481,EZY,A,320,186.0,J,BFS,EZY6977 ,2018-04-10 00:00:00,2018-04-10 08:15:00,D2412,EZY6963,EZY,D,320,186.0,J,JER,EZY6960 ,2018-04-10 00:00:00,2018-04-10 10:10:00,D2412,1.0
BE291,BE,A,DH4,78.0,J,MAN,BE 292  ,2018-04-10 00:00:00,2018-04-10 08:25:00,D307,BE292,BE,D,DH4,78.0,J,MAN,BE 291  ,2018-04-10 00:00:00,2018-04-10 09:00:00,D307,1.0
EZY6974,EZY,A,320,186.0,J,PMI,EZY6905 ,2018-04-10 00:00:00,2018-04-10 08:25:00,D2485,EZY6995,EZY,D,320,186.0,J,MAD,EZY233  ,2018-04-10 00:00:00,2018-04-10 11:00:00,D2485,1.0
EZY11,EZY,A,319,156.0,J,LTN,EZY6921 ,2018-04-10 00:00:00,2018-04-10 08:40:00,D2281,EZY6921,EZY,D,319,156.0,J,AMS,EZY11   ,2018-04-10 00:00:00,2018-04-10 09:05:00,D2281,1.0
EZY803,EZY,A,320,186.0,J,LGW,EZY6973 ,2018-04-10 00:00:00,2018-04-10 08:45:00,D202,EZY234,EZY,D,320,180.0,J,STN,EZY6962 ,2018-04-10 00:00:00,2018-04-10 11:10:00,D202,1.0
TK1343,TK,A,73H,165.0,J,IST,TK 1344 ,2018-04-10 00:00:00,2018-04-10 08:50:00,D1324,TK1344,TK,D,73H,165.0,J,IST,TK 1343 ,2018-04-10 00:00:00,2018-04-10 09:45:00,D1324,1.0
BE842,BE,A,DH4,78.0,J,BHX,BE 263  ,2018-04-10 00:00:00,2018-04-10 08:55:00,D995,BE845,BE,D,DH4,78.0,J,BHX,BE 262  ,2018-04-10 00:00:00,2018-04-10 09:40:00,D995,1.0
DL409,DL,A,75W,168.0,J,JFK,DL 209  ,2018-04-10 00:00:00,2018-04-10 08:55:00,D162,DL209,DL,D,75W,168.0,J,JFK,DL 409  ,2018-04-10 00:00:00,2018-04-10 10:25:00,D162,1.0
BA8704,BA,A,E90,98.0,J,LCY,BA 8715 ,2018-04-10 00:00:00,2018-04-10 09:00:00,D2614,BA8715,BA,D,E90,98.0,J,LCY,BA 8704 ,2018-04-10 00:00:00,2018-04-10 09:40:00,D2614,1.0
DY4463,DY,A,73H,186.0,J,ARN,DY 4464 ,2018-04-10 00:00:00,2018-04-10 09:00:00,D1993,DY4464,DY,D,73H,186.0,J,ARN,DY 4463 ,2018-04-10 00:00:00,2018-04-10 09:30:00,D1993,1.0
REV71C,REV,A,CN2,0.0,F,EMA,REV71  D,2018-04-10 00:00:00,2018-04-10 09:05:00,D152,REV71D,REV,D,CN2,0.0,F,EMA,REV71  C,2018-04-10 00:00:00,2018-04-10 09:40:00,D152,1.0
BE262,BE,A,DH4,78.0,J,EMA,BE 845  ,2018-04-10 00:00:00,2018-04-10 09:05:00,D171,BE210,BE,D,DH4,78.0,J,EXT,BE 763  ,2018-04-10 00:00:00,2018-04-10 09:50:00,D171,1.0
BE763,BE,A,DH4,78.0,J,SOU,BE 210  ,2018-04-10 00:00:00,2018-04-10 09:10:00,D752,BE764,BE,D,DH4,78.0,J,SOU,BE 1332 ,2018-04-10 00:00:00,2018-04-10 09:50:00,D752,1.0
FR8881,FR,A,73H,189.0,J,STN,FR 8884 ,2018-04-10 00:00:00,2018-04-10 09:15:00,D2667,FR8884,FR,D,73H,189.0,J,STN,FR 8881 ,2018-04-10 00:00:00,2018-04-10 09:40:00,D2667,1.0
EZY231,EZY,A,319,156.0,J,STN,EZY6991 ,2018-04-10 00:00:00,2018-04-10 09:15:00,D2471,EZY6991,EZY,D,319,156.0,J,NAP,EZY231  ,2018-04-10 00:00:00,2018-04-10 15:40:00,D2471,1.0
BE1332,BE,A,DH4,78.0,J,LCY,BE 764  ,2018-04-10 00:00:00,2018-04-10 09:20:00,D638,BE655,BE,D,DH4,78.0,J,NOC,BE 1334 ,2018-04-10 00:00:00,2018-04-10 10:55:00,D638,1.0
BE2102,BE,A,DH4,78.0,J,LHR,BE 689  ,2018-04-10 00:00:00,2018-04-10 09:25:00,D255,BE263,BE,D,DH4,78.0,J,EMA,BE 842  ,2018-04-10 00:00:00,2018-04-10 11:00:00,D255,1.0
SK2541,SK,A,32A,174.0,J,ARN,SK 2542 ,2018-04-10 00:00:00,2018-04-10 09:25:00,D1706,SK2542,SK,D,32A,174.0,J,ARN,SK 2541 ,2018-04-10 00:00:00,2018-04-10 10:05:00,D1706,1.0
BA1438,BA,A,320,168.0,J,LHR,BA 1443 ,2018-04-10 00:00:00,2018-04-10 09:40:00,D1423,BA1453,BA,D,320,168.0,J,LHR,BA 1446 ,2018-04-10 00:00:00,2018-04-10 14:25:00,D1423,1.0
LM350,LM,A,SF3,34.0,J,LSI,LM 335  ,2018-04-10 00:00:00,2018-04-10 09:50:00,D513,LM399,LM,D,SF3,34.0,J,KOI,LM 348  ,2018-04-10 00:00:00,2018-04-10 17:00:00,D513,1.0
BE1334,BE,A,DH4,78.0,J,LCY,BE 655  ,2018-04-10 00:00:00,2018-04-10 10:00:00,D675,BE687,BE,D,DH4,78.0,J,BHD,BE 293  ,2018-04-10 00:00:00,2018-04-10 12:25:00,D675,1.0
EI3252,EI,A,AT7,72.0,J,DUB,EI 3253 ,2018-04-10 00:00:00,2018-04-10 10:10:00,D1854,EI3253,EI,D,AT7,72.0,J,DUB,EI 3252 ,2018-04-10 00:00:00,2018-04-10 10:35:00,D1854,1.0
EZY6962,EZY,A,320,186.0,J,PRG,EZY234  ,2018-04-10 00:00:00,2018-04-10 10:15:00,D866,EZY806,EZY,D,320,186.0,J,LGW,EZY6942 ,2018-04-10 00:00:00,2018-04-10 12:40:00,D866,1.0
EZY233,EZY,A,320,180.0,J,STN,EZY6995 ,2018-04-10 00:00:00,2018-04-10 10:40:00,D2371,EZY6955,EZY,D,320,186.0,J,CDG,EZY6922 ,2018-04-10 00:00:00,2018-04-10 13:15:00,D2371,1.0
LS6410,LS,A,73H,189.0,C,DUB,LS 721  ,2018-04-10 00:00:00,2018-04-10 10:40:00,D145,LS61J,LS,D,73H,0.0,P,GLA,LS 6409 ,2018-04-10 00:00:00,2018-04-10 12:25:00,D145,1.0
LH962,LH,A,321,195.0,J,FRA,LH 963  ,2018-04-10 00:00:00,2018-04-10 11:00:00,D1099,LH963,LH,D,321,195.0,J,FRA,LH 962  ,2018-04-10 00:00:00,2018-04-10 11:45:00,D1099,1.0
LM392,LM,A,SF3,33.0,J,KOI,LM 351  ,2018-04-10 00:00:00,2018-04-10 11:15:00,D815,LM776P,LM,D,SF3,0.0,P,EMA,LM 775  ,2018-04-10 00:00:00,2018-04-10 21:40:00,D815,1.0
FR6241,FR,A,73H,189.0,J,NRN,FR 6242 ,2018-04-10 00:00:00,2018-04-10 11:15:00,D2068,FR6242,FR,D,73H,189.0,J,NRN,FR 6241 ,2018-04-10 00:00:00,2018-04-10 11:40:00,D2068,1.0
LM342,LM,A,SF3,34.0,J,SYY,LM 347  ,2018-04-10 00:00:00,2018-04-10 11:25:00,D783,LM769,LM,D,SF3,0.0,M,INV,LM 768  ,2018-04-11 00:00:00,2018-04-11 01:55:00,D783,1.0
EZY6942,EZY,A,320,186.0,J,KEF,EZY806  ,2018-04-10 00:00:00,2018-04-10 11:30:00,D218,EZY238,EZY,D,320,186.0,J,STN,EZY6950 ,2018-04-10 00:00:00,2018-04-10 13:20:00,D218,1.0
EI3672,EI,A,AT7,70.0,J,SNN,EI 3805 ,2018-04-10 00:00:00,2018-04-10 11:30:00,D1970,EI3805,EI,D,AT7,70.0,J,ORK,EI 3672 ,2018-04-10 00:00:00,2018-04-10 12:00:00,D1970,1.0
FR1158,FR,A,73H,189.0,J,WRO,FR 6654 ,2018-04-10 00:00:00,2018-04-10 11:35:00,D2156,FR6654,FR,D,73H,189.0,J,BOD,FR 1158 ,2018-04-10 00:00:00,2018-04-10 12:45:00,D2156,1.0
LS6409,LS,A,73H,189.0,C,DUB,LS 61  J,2018-04-10 00:00:00,2018-04-10 11:40:00,D723,LS721,LS,D,73H,189.0,J,LCA,LS 6410 ,2018-04-11 00:00:00,2018-04-11 08:10:00,D723,1.0
KL1281,KL,A,73H,186.0,J,AMS,KL 1282 ,2018-04-10 00:00:00,2018-04-10 11:40:00,D1232,KL1282,KL,D,73H,186.0,J,AMS,KL 1281 ,2018-04-10 00:00:00,2018-04-10 12:25:00,D1232,1.0
FR2885,FR,A,73H,189.0,J,KUN,FR 6652 ,2018-04-10 00:00:00,2018-04-10 11:45:00,D1141,FR1054,FR,D,73H,189.0,J,PRG,FR 4525 ,2018-04-10 00:00:00,2018-04-10 13:00:00,D1141,1.0
BA2216,BA,A,E90,98.0,J,LCY,BA 2217 ,2018-04-10 00:00:00,2018-04-10 11:50:00,D1685,BA2217,BA,D,E90,98.0,J,LCY,BA 2216 ,2018-04-10 00:00:00,2018-04-10 12:30:00,D1685,1.0
EZY6936,EZY,A,320,186.0,J,VIE,EZY6929 ,2018-04-10 00:00:00,2018-04-10 11:50:00,D2313,EZY6929,EZY,D,320,186.0,J,DLM,EZY6936 ,2018-04-10 00:00:00,2018-04-10 13:30:00,D2313,1.0
FR6267,FR,A,73H,189.0,J,BCN,FR 5579 ,2018-04-10 00:00:00,2018-04-10 11:55:00,D936,FR817,FR,D,73H,189.0,J,DUB,FR 816  ,2018-04-10 00:00:00,2018-04-10 13:10:00,D936,1.0
BE293,BE,A,DH4,78.0,J,MAN,BE 687  ,2018-04-10 00:00:00,2018-04-10 11:55:00,D315,BE294,BE,D,DH4,78.0,J,MAN,BE 688  ,2018-04-10 00:00:00,2018-04-10 13:30:00,D315,1.0
BE2104,BE,A,DH4,78.0,J,LHR,BE 2107 ,2018-04-10 00:00:00,2018-04-10 12:00:00,D774,BE768,BE,D,DH4,78.0,J,SOU,BE 846  ,2018-04-10 00:00:00,2018-04-10 14:05:00,D774,1.0
BA1442,BA,A,319,143.0,J,LHR,BA 1445 ,2018-04-10 00:00:00,2018-04-10 12:05:00,D1478,BA1463,BA,D,319,143.0,J,LHR,BA 1454 ,2018-04-11 00:00:00,2018-04-11 18:25:00,D1478,1.0
EZY6982,EZY,A,319,156.0,J,LIS,EZY6913 ,2018-04-10 00:00:00,2018-04-10 12:10:00,D557,EZY428,EZY,D,319,156.0,J,BRS,EZY427  ,2018-04-10 00:00:00,2018-04-10 16:00:00,D557,1.0
LM354,LM,A,SF3,33.0,J,LSI,LM 355  ,2018-04-10 00:00:00,2018-04-10 12:10:00,D418,LM351,LM,D,SF3,33.0,J,LSI,LM 392  ,2018-04-11 00:00:00,2018-04-11 06:25:00,D418,1.0
QR29,QR,A,359,283.0,J,DOH,QR 30   ,2018-04-10 00:00:00,2018-04-10 12:15:00,D122,QR30,QR,D,359,283.0,J,DOH,QR 29   ,2018-04-10 00:00:00,2018-04-10 14:45:00,D122,1.0
FR4525,FR,A,73H,189.0,J,WMI,FR 1054 ,2018-04-10 00:00:00,2018-04-10 12:35:00,D1754,FR2684,FR,D,73H,189.0,J,STN,FR 8883 ,2018-04-10 00:00:00,2018-04-10 13:40:00,D1754,1.0
EZY6922,EZY,A,320,186.0,J,AMS,EZY6955 ,2018-04-10 00:00:00,2018-04-10 12:40:00,D2332,EZY6937,EZY,D,320,186.0,J,HER,EZY15   ,2018-04-10 00:00:00,2018-04-10 14:35:00,D2332,1.0
FR816,FR,A,73H,189.0,J,DUB,FR 817  ,2018-04-10 00:00:00,2018-04-10 12:45:00,D1770,FR2753,FR,D,73H,189.0,J,PSA,FR 1070 ,2018-04-10 00:00:00,2018-04-10 14:15:00,D1770,1.0
BA2940,BA,A,319,144.0,J,LGW,BA 2941 ,2018-04-10 00:00:00,2018-04-10 12:45:00,D1825,BA2945,BA,D,319,144.0,J,LGW,BA 2944 ,2018-04-11 00:00:00,2018-04-11 19:00:00,D1825,1.0
BE846,BE,A,DH4,78.0,J,BHX,BE 768  ,2018-04-10 00:00:00,2018-04-10 12:45:00,D1008,BE849,BE,D,DH4,78.0,J,BHX,BE 211  ,2018-04-10 00:00:00,2018-04-10 14:10:00,D1008,1.0
BE688,BE,A,DH4,78.0,J,BHD,BE 294  ,2018-04-10 00:00:00,2018-04-10 12:50:00,D1302,BE1341,BE,D,DH4,78.0,J,LCY,BE 656  ,2018-04-10 00:00:00,2018-04-10 14:40:00,D1302,1.0
FR8883,FR,A,73H,189.0,J,STN,FR 2684 ,2018-04-10 00:00:00,2018-04-10 12:50:00,D2154,FR6652,FR,D,73H,189.0,J,AGP,FR 2885 ,2018-04-10 00:00:00,2018-04-10 15:40:00,D2154,1.0
LM336,LM,A,SF3,33.0,J,WIC,LM 397 A,2018-04-10 00:00:00,2018-04-10 13:10:00,D486,LM391,LM,D,SF3,33.0,J,KOI,LM 390  ,2018-04-11 00:00:00,2018-04-11 08:20:00,D486,1.0
BE211,BE,A,DH4,78.0,J,EXT,BE 849  ,2018-04-10 00:00:00,2018-04-10 13:15:00,D681,BE689,BE,D,DH4,78.0,J,BHD,BE 2102 ,2018-04-10 00:00:00,2018-04-10 14:45:00,D681,1.0
BE767,BE,A,DH4,78.0,J,SOU,BE 851  ,2018-04-10 00:00:00,2018-04-10 13:20:00,D1650,BE2107,BE,D,DH4,78.0,J,LHR,BE 2104 ,2018-04-10 00:00:00,2018-04-10 14:50:00,D1650,1.0
FR1120,FR,A,73H,189.0,J,CCF,FR 6624 ,2018-04-10 00:00:00,2018-04-10 13:25:00,D2050,FR5579,FR,D,73H,189.0,J,ALC,FR 6267 ,2018-04-10 00:00:00,2018-04-10 15:55:00,D2050,1.0
D83502,D8,A,73H,186.0,J,CPH,D8 3503 ,2018-04-10 00:00:00,2018-04-10 13:30:00,D1920,D83503,D8,D,73H,186.0,J,CPH,D8 3502 ,2018-04-10 00:00:00,2018-04-10 14:00:00,D1920,1.0
EI3254,EI,A,AT7,72.0,J,DUB,EI 3255 ,2018-04-10 00:00:00,2018-04-10 13:30:00,D1869,EI3255,EI,D,AT7,72.0,J,DUB,EI 3254 ,2018-04-10 00:00:00,2018-04-10 14:00:00,D1869,1.0
BA1446,BA,A,320,168.0,J,LHR,BA 1453 ,2018-04-10 00:00:00,2018-04-10 13:35:00,D1416,BA1447,BA,D,320,168.0,J,LHR,BA 1432 ,2018-04-10 00:00:00,2018-04-10 15:15:00,D1416,1.0
EZY6978,EZY,A,320,186.0,J,SXF,EZY6965 ,2018-04-10 00:00:00,2018-04-10 13:40:00,D879,EZY808,EZY,D,320,186.0,J,LGW,EZY6964 ,2018-04-10 00:00:00,2018-04-10 14:35:00,D879,1.0
D86410,D8,A,73H,186.0,J,TFS,D8 6411 ,2018-04-10 00:00:00,2018-04-10 13:45:00,D2090,D86411,D8,D,73H,186.0,J,TFS,D8 6410 ,2018-04-10 00:00:00,2018-04-10 14:30:00,D2090,1.0
EZY6964,EZY,A,320,186.0,J,JER,EZY808  ,2018-04-10 00:00:00,2018-04-10 13:55:00,D71,EZY16,EZY,D,320,186.0,J,LTN,EZY807  ,2018-04-10 00:00:00,2018-04-10 14:40:00,D71,1.0
FR1070,FR,A,73H,189.0,J,VLC,FR 2753 ,2018-04-10 00:00:00,2018-04-10 13:55:00,D2103,FR6603,FR,D,73H,189.0,J,OPO,FR 6699 ,2018-04-10 00:00:00,2018-04-10 16:35:00,D2103,1.0
KL1285,KL,A,E90,100.0,J,AMS,KL 1286 ,2018-04-10 00:00:00,2018-04-10 13:55:00,D1244,KL1286,KL,D,E90,100.0,J,AMS,KL 1285 ,2018-04-10 00:00:00,2018-04-10 14:30:00,D1244,1.0
LM305,LM,A,D38,31.0,J,NWI,LM 306  ,2018-04-10 00:00:00,2018-04-10 14:10:00,D353,LM306,LM,D,D38,31.0,J,NWI,LM 305  ,2018-04-10 00:00:00,2018-04-10 14:40:00,D353,1.0
EZY15,EZY,A,320,186.0,J,LTN,EZY6937 ,2018-04-10 00:00:00,2018-04-10 14:10:00,D2414,EZY6965,EZY,D,320,186.0,J,ATH,EZY6978 ,2018-04-10 00:00:00,2018-04-10 14:45:00,D2414,1.0
BE656,BE,A,DH4,78.0,J,NOC,BE 1341 ,2018-04-10 00:00:00,2018-04-10 14:10:00,D1315,BE1343,BE,D,DH4,78.0,J,LCY,BE 848  ,2018-04-10 00:00:00,2018-04-10 15:55:00,D1315,1.0
EZY807,EZY,A,320,186.0,J,LGW,EZY16   ,2018-04-10 00:00:00,2018-04-10 14:10:00,D227,EZY240,EZY,D,320,186.0,J,STN,EZY809  ,2018-04-10 00:00:00,2018-04-10 17:05:00,D227,1.0
BA1444,BA,A,319,143.0,J,LHR,BA 2931 ,2018-04-10 00:00:00,2018-04-10 14:30:00,D1784,BA2931,BA,D,319,144.0,J,LGW,BA 1462 ,2018-04-12 00:00:00,2018-04-12 05:40:00,D1784,1.0
BA8716,BA,A,E70,76.0,J,LCY,BA 8707 ,2018-04-10 00:00:00,2018-04-10 14:40:00,D2586,BA8707,BA,D,E70,76.0,J,LCY,BA 8716 ,2018-04-10 00:00:00,2018-04-10 15:30:00,D2586,1.0
D81641,D8,A,7M8,189.0,J,OSL,D8 1604 ,2018-04-10 00:00:00,2018-04-10 14:40:00,D1519,D81604,D8,D,7M8,189.0,J,PVD,D8 1641 ,2018-04-10 00:00:00,2018-04-10 16:10:00,D1519,1.0
AF1486,AF,A,E90,100.0,J,CDG,AF 1487 ,2018-04-10 00:00:00,2018-04-10 14:45:00,D1505,AF1487,AF,D,E90,100.0,J,CDG,AF 1486 ,2018-04-10 00:00:00,2018-04-10 15:25:00,D1505,1.0
EI3256,EI,A,AT7,72.0,J,DUB,EI 3257 ,2018-04-10 00:00:00,2018-04-10 14:45:00,D1884,EI3257,EI,D,AT7,72.0,J,DUB,EI 3256 ,2018-04-10 00:00:00,2018-04-10 15:15:00,D1884,1.0
EZY6906,EZY,A,320,186.0,J,GVA,EZY6961 ,2018-04-10 00:00:00,2018-04-10 14:45:00,D624,EZY488,EZY,D,320,186.0,J,BFS,EZY6956 ,2018-04-10 00:00:00,2018-04-10 17:55:00,D624,1.0
SN2063,SN,A,319,141.0,J,BRU,SN 2064 ,2018-04-10 00:00:00,2018-04-10 15:10:00,D1595,SN2064,SN,D,319,141.0,J,BRU,SN 2063 ,2018-04-10 00:00:00,2018-04-10 15:55:00,D1595,1.0
LS788,LS,A,73C,148.0,J,BUD,LS 787  ,2018-04-10 00:00:00,2018-04-10 15:15:00,D1041,LS853,LS,D,73C,148.0,J,VCE,LS 852  ,2018-04-13 00:00:00,2018-04-13 06:45:00,D1041,1.0
BE848,BE,A,DH4,78.0,J,BHX,BE 1343 ,2018-04-10 00:00:00,2018-04-10 15:30:00,D1024,BE851,BE,D,DH4,78.0,J,BHX,BE 767  ,2018-04-10 00:00:00,2018-04-10 16:15:00,D1024,1.0
EZY427,EZY,A,319,156.0,J,BRS,EZY428  ,2018-04-10 00:00:00,2018-04-10 15:30:00,D2251,EZY6913,EZY,D,319,156.0,J,MUC,EZY6982 ,2018-04-10 00:00:00,2018-04-10 17:05:00,D2251,1.0
BA1448,BA,A,321,205.0,J,LHR,BA 1455 ,2018-04-10 00:00:00,2018-04-10 15:55:00,D1440,BA1455,BA,D,321,205.0,J,LHR,BA 1448 ,2018-04-10 00:00:00,2018-04-10 16:40:00,D1440,1.0
FR6699,FR,A,73H,189.0,J,LPA,FR 6603 ,2018-04-10 00:00:00,2018-04-10 15:55:00,D2124,FR6624,FR,D,73H,189.0,J,KRK,FR 1120 ,2018-04-10 00:00:00,2018-04-10 16:45:00,D2124,1.0
KL1289,KL,A,E90,100.0,J,AMS,KL 1290 ,2018-04-10 00:00:00,2018-04-10 16:00:00,D1266,KL1290,KL,D,E90,100.0,J,AMS,KL 1289 ,2018-04-10 00:00:00,2018-04-10 16:30:00,D1266,1.0
