SERVICE,OPERATOR,A/D,AC,SEAT,TY,O/D,TROUND,FLIGHT_DATE,DATETIME,LINK
LS788,LS,A,73C,148.0,J,BUD,LS 815  ,2018-04-05 00:00:00,2018-04-05 12:30:00,D1038
FR4525,FR,A,73H,189.0,J,WMI,FR 817  ,2018-04-05 00:00:00,2018-04-05 12:35:00,D941
BA2940,BA,A,319,144.0,J,LGW,BA 1445 ,2018-04-05 00:00:00,2018-04-05 12:35:00,D1464
EZY6922,EZY,A,320,186.0,J,AMS,EZY238  ,2018-04-05 00:00:00,2018-04-05 12:40:00,D63
FR816,FR,A,73H,189.0,J,DUB,FR 1054 ,2018-04-05 00:00:00,2018-04-05 12:45:00,D1136
BE846,BE,A,DH4,78.0,J,BHX,BE 1339 ,2018-04-05 00:00:00,2018-04-05 12:45:00,D769
BE688,BE,A,DH4,78.0,J,BHD,BE 294  ,2018-04-05 00:00:00,2018-04-05 12:50:00,D1010
FR8883,FR,A,73H,189.0,J,STN,FR 2753 ,2018-04-05 00:00:00,2018-04-05 12:50:00,D1746
LM336,LM,A,SF3,33.0,J,WIC,LM 397 A,2018-04-05 00:00:00,2018-04-05 13:10:00,D814
BE211,BE,A,DH4,78.0,J,EXT,BE 768  ,2018-04-05 00:00:00,2018-04-05 13:15:00,D1303
FR6657,FR,A,73H,189.0,J,PMI,FR 2684 ,2018-04-05 00:00:00,2018-04-05 13:15:00,D1773
BE767,BE,A,DH4,78.0,J,SOU,BE 849  ,2018-04-05 00:00:00,2018-04-05 13:20:00,D680
BA1446,BA,A,320,168.0,J,LHR,BA 1453 ,2018-04-05 00:00:00,2018-04-05 13:30:00,D1425
EI3254,EI,A,AT7,72.0,J,DUB,EI 3255 ,2018-04-05 00:00:00,2018-04-05 13:30:00,D1864
D83502,D8,A,73H,186.0,J,CPH,D8 3503 ,2018-04-05 00:00:00,2018-04-05 13:30:00,D1918
EZY6978,EZY,A,320,186.0,J,SXF,EZY6901 ,2018-04-05 00:00:00,2018-04-05 13:40:00,D2211
KL1285,KL,A,E90,100.0,J,AMS,KL 1286 ,2018-04-05 00:00:00,2018-04-05 13:55:00,D1246
TK1345,TK,A,73H,165.0,J,IST,TK 1346 ,2018-04-05 00:00:00,2018-04-05 14:00:00,D1330
EZY807,EZY,A,320,186.0,J,LGW,EZY16   ,2018-04-05 00:00:00,2018-04-05 14:10:00,D608
BE656,BE,A,DH4,78.0,J,NOC,BE 1341 ,2018-04-05 00:00:00,2018-04-05 14:10:00,D1647
EZY15,EZY,A,320,186.0,J,LTN,EZY808  ,2018-04-05 00:00:00,2018-04-05 14:10:00,D618
LM305,LM,A,D38,31.0,J,NWI,LM 306  ,2018-04-05 00:00:00,2018-04-05 14:10:00,D352
BA8716,BA,A,E70,76.0,J,LCY,BA 8707 ,2018-04-05 00:00:00,2018-04-05 14:40:00,D2585
D81641,D8,A,7M8,189.0,J,OSL,D8 1604 ,2018-04-05 00:00:00,2018-04-05 14:40:00,D1518
FR6696,FR,A,73H,189.0,J,MLA,FR 5579 ,2018-04-05 00:00:00,2018-04-05 14:45:00,D2151
EI3256,EI,A,AT7,72.0,J,DUB,EI 3257 ,2018-04-05 00:00:00,2018-04-05 14:45:00,D1879
AF1486,AF,A,E90,100.0,J,CDG,AF 1487 ,2018-04-05 00:00:00,2018-04-05 14:45:00,D1494
EZY6906,EZY,A,320,186.0,J,GVA,EZY486  ,2018-04-05 00:00:00,2018-04-05 14:45:00,D551
EZY6942,EZY,A,320,186.0,J,KEF,EZY802  ,2018-04-05 00:00:00,2018-04-05 14:45:00,D2455
LS816,LS,A,73H,189.0,J,FAO,LS 775  ,2018-04-05 00:00:00,2018-04-05 15:00:00,D803
SN2063,SN,A,319,141.0,J,BRU,SN 2064 ,2018-04-05 00:00:00,2018-04-05 15:10:00,D1590
FR7353,FR,A,73H,189.0,J,CRL,FR 6652 ,2018-04-05 00:00:00,2018-04-05 15:10:00,D2051
BE266,BE,A,DH4,78.0,J,EMA,BE 851  ,2018-04-05 00:00:00,2018-04-05 15:10:00,D1312
LS718,LS,A,73C,148.0,J,PMI,LS 853  ,2018-04-05 00:00:00,2018-04-05 15:30:00,D1069
BE848,BE,A,DH4,78.0,J,BHX,BE 1343 ,2018-04-05 00:00:00,2018-04-05 15:30:00,D1019
FR8422,FR,A,73H,189.0,J,FUE,FR 6624 ,2018-04-05 00:00:00,2018-04-05 15:45:00,D2127
BA1448,BA,A,320,168.0,J,LHR,BA 1455 ,2018-04-05 00:00:00,2018-04-05 15:45:00,D1431
EZY427,EZY,A,320,186.0,J,BRS,EZY488  ,2018-04-05 00:00:00,2018-04-05 16:00:00,D222
KL1289,KL,A,E90,100.0,J,AMS,KL 1290 ,2018-04-05 00:00:00,2018-04-05 16:00:00,D1261
EZY485,EZY,A,320,186.0,J,BFS,EZY428  ,2018-04-05 00:00:00,2018-04-05 16:00:00,D75
LM398,LM,A,SF3,33.0,J,KOI,        ,2018-04-05 00:00:00,2018-04-05 16:10:00,D782
LM356,LM,A,SF3,33.0,J,LSI,LM 357  ,2018-04-05 00:00:00,2018-04-05 16:10:00,D414
LM348,LM,A,SF3,34.0,J,SYY,LM 399  ,2018-04-05 00:00:00,2018-04-05 16:20:00,D483
EZY237,EZY,A,320,186.0,J,STN,EZY6983 ,2018-04-05 00:00:00,2018-04-05 16:20:00,D880
BA8706,BA,A,E90,98.0,J,LCY,BA 8709 ,2018-04-05 00:00:00,2018-04-05 16:20:00,D2595
LH964,LH,A,321,195.0,J,FRA,LH 965  ,2018-04-05 00:00:00,2018-04-05 16:25:00,D1105
EZY809,EZY,A,320,186.0,J,LGW,EZY18   ,2018-04-05 00:00:00,2018-04-05 16:25:00,D562
FR1158,FR,A,73H,189.0,J,WRO,FR 1159 ,2018-04-05 00:00:00,2018-04-05 16:35:00,D1189
EZY6956,EZY,A,319,156.0,J,CDG,EZY6913 ,2018-04-05 00:00:00,2018-04-05 16:35:00,D2241
EZY17,EZY,A,320,180.0,J,LTN,EZY240  ,2018-04-05 00:00:00,2018-04-05 16:40:00,D2299
FR2685,FR,A,73H,189.0,J,STN,FR 8888 ,2018-04-05 00:00:00,2018-04-05 16:50:00,D2672
BE692,BE,A,DH4,78.0,J,BHD,BE 2109 ,2018-04-05 00:00:00,2018-04-05 16:55:00,D1663
BA1452,BA,A,319,143.0,J,LHR,BA 2931 ,2018-04-05 00:00:00,2018-04-05 16:55:00,D1394
EZY6932,EZY,A,319,156.0,J,HAM,EZY6957 ,2018-04-05 00:00:00,2018-04-05 17:00:00,D2380
BE1340,BE,A,DH4,78.0,J,LCY,BE 853  ,2018-04-05 00:00:00,2018-04-05 17:15:00,D325
BE295,BE,A,DH4,78.0,J,MAN,BE 296  ,2018-04-05 00:00:00,2018-04-05 17:15:00,D1051
BE850,BE,A,DH4,78.0,J,BHX,BE 772  ,2018-04-05 00:00:00,2018-04-05 17:25:00,D792
EZY487,EZY,A,320,186.0,J,BFS,EZY812  ,2018-04-05 00:00:00,2018-04-05 17:30:00,D575
BA8712,BA,A,E90,98.0,J,LCY,BA 8717 ,2018-04-05 00:00:00,2018-04-05 17:30:00,D2625
EZY6996,EZY,A,320,186.0,J,MAD,EZY430  ,2018-04-05 00:00:00,2018-04-05 17:30:00,D87
BA2944,BA,A,319,144.0,J,LGW,BA 1463 ,2018-04-05 00:00:00,2018-04-05 17:35:00,D1408
FR6655,FR,A,73H,189.0,J,BOD,FR 4383 ,2018-04-05 00:00:00,2018-04-05 17:45:00,D1986
BA1454,BA,A,319,143.0,J,LHR,BA 2945 ,2018-04-05 00:00:00,2018-04-05 17:45:00,D1815
BE771,BE,A,DH4,78.0,J,SOU,BE 267  ,2018-04-05 00:00:00,2018-04-05 17:55:00,D263
LM307,LM,A,D38,31.0,J,NWI,LM 308  ,2018-04-05 00:00:00,2018-04-05 18:00:00,D360
LS728,LS,A,73H,189.0,J,TFS,LS 715  ,2018-04-05 00:00:00,2018-04-05 18:05:00,D713
EZY6926,EZY,A,320,180.0,J,AMS,EZY6925 ,2018-04-05 00:00:00,2018-04-05 18:10:00,D905
FR1053,FR,A,73H,189.0,J,PRG,FR 8824 ,2018-04-05 00:00:00,2018-04-05 18:10:00,D2645
BE4507,BE,A,E95,118.0,J,CWL,BE 4508 ,2018-04-05 00:00:00,2018-04-05 18:10:00,D2020
BA8708,BA,A,E90,98.0,J,LCY,BA 8719 ,2018-04-05 00:00:00,2018-04-05 18:20:00,D2637
LS706,LS,A,73H,189.0,J,ACE,LS 745  ,2018-04-05 00:00:00,2018-04-05 18:20:00,D735
EI3258,EI,A,AT7,72.0,J,DUB,EI 3259 ,2018-04-05 00:00:00,2018-04-05 18:20:00,D1894
BE1342,BE,A,DH4,78.0,J,LCY,BE 2101 ,2018-04-05 00:00:00,2018-04-05 18:30:00,D694
FR6643,FR,A,73H,189.0,J,BTS,FR 6642 ,2018-04-05 00:00:00,2018-04-05 18:30:00,D2138
SK2541,SK,A,32A,174.0,J,ARN,SK 2542 ,2018-04-05 00:00:00,2018-04-05 18:40:00,D1708
BE694,BE,A,DH4,78.0,J,BHD,BE 693  ,2018-04-05 00:00:00,2018-04-05 18:55:00,D1060
BA1458,BA,A,319,143.0,J,LHR,BA 1465 ,2018-04-05 00:00:00,2018-04-05 18:55:00,D1828
BE2108,BE,A,DH4,78.0,J,LHR,BE 855  ,2018-04-05 00:00:00,2018-04-05 19:00:00,D1616
BE852,BE,A,DH4,78.0,J,BHX,BE 1331 ,2018-04-05 00:00:00,2018-04-05 19:15:00,D1278
LM358,LM,A,SF3,34.0,J,LSI,        ,2018-04-05 00:00:00,2018-04-05 19:15:00,D430
FR1070,FR,A,73H,189.0,J,VLC,FR 6626 ,2018-04-05 00:00:00,2018-04-05 19:20:00,D956
BA8710,BA,A,E90,98.0,J,LCY,BA 8701 ,2018-04-05 00:00:00,2018-04-05 19:25:00,D2559
EZY429,EZY,A,320,186.0,J,BRS,EZY20   ,2018-04-05 00:00:00,2018-04-05 19:25:00,D2402
EZY19,EZY,A,320,186.0,J,LTN,EZY432  ,2018-04-05 00:00:00,2018-04-05 19:30:00,D842
FR818,FR,A,73H,189.0,J,DUB,FR 819  ,2018-04-05 00:00:00,2018-04-05 19:45:00,D2131
EZY811,EZY,A,320,186.0,J,LGW,EZY814  ,2018-04-05 00:00:00,2018-04-05 19:45:00,D189
BE1344,BE,A,DH4,78.0,J,LCY,BE 290  ,2018-04-05 00:00:00,2018-04-05 19:45:00,D290
EZY239,EZY,A,320,186.0,J,STN,EZY232  ,2018-04-05 00:00:00,2018-04-05 20:10:00,D2335
BA8714,BA,A,E90,98.0,J,LCY,BA 8703 ,2018-04-05 00:00:00,2018-04-05 20:10:00,D2569
FR8887,FR,A,73H,189.0,J,STN,FR 2453 ,2018-04-05 00:00:00,2018-04-05 20:25:00,D2181
BA1462,BA,A,319,143.0,J,LHR,BA 1461 ,2018-04-05 00:00:00,2018-04-05 20:30:00,D1479
TOM1443,TOM,A,73H,189.0,C,ACE,TOM1552 ,2018-04-05 00:00:00,2018-04-05 20:35:00,D1506
KL1293,KL,A,73H,186.0,J,AMS,KL 1276 ,2018-04-05 00:00:00,2018-04-05 20:35:00,D1198
BE297,BE,A,DH4,78.0,J,MAN,BE 760  ,2018-04-05 00:00:00,2018-04-05 20:45:00,D742
BE854,BE,A,DH4,78.0,J,BHX,BE 841  ,2018-04-05 00:00:00,2018-04-05 20:55:00,D976
SN2065,SN,A,319,141.0,J,BRU,SN 2066 ,2018-04-05 00:00:00,2018-04-05 20:55:00,D1605
EZY431,EZY,A,320,186.0,J,BRS,EZY6939 ,2018-04-05 00:00:00,2018-04-05 20:55:00,D2220
LM775,LM,A,SF3,0.0,M,INV,LM 776 P,2018-04-05 00:00:00,2018-04-05 21:00:00,D382
FR2752,FR,A,73H,189.0,J,PSA,FR 6681 ,2018-04-05 00:00:00,2018-04-05 21:05:00,D1695
BA8718,BA,A,E90,98.0,J,LCY,BA 8711 ,2018-04-05 00:00:00,2018-04-05 21:10:00,D2607
BE268,BE,A,DH4,78.0,J,EMA,BE 261  ,2018-04-05 00:00:00,2018-04-05 21:10:00,D654
EZY6984,EZY,A,320,186.0,J,CPH,EZY6905 ,2018-04-05 00:00:00,2018-04-05 21:10:00,D2357
BA1460,BA,A,763,259.0,J,LHR,BA 1435 ,2018-04-05 00:00:00,2018-04-05 21:20:00,D1356
BE2110,BE,A,DH4,78.0,J,LHR,BE 681  ,2018-04-05 00:00:00,2018-04-05 21:25:00,D240
LM768,LM,A,SF3,0.0,M,ABZ,LM 769  ,2018-04-05 00:00:00,2018-04-05 21:25:00,D376
BE775,BE,A,DH4,78.0,J,SOU,BE 292  ,2018-04-05 00:00:00,2018-04-05 21:30:00,D984
EZY813,EZY,A,320,186.0,J,LGW,EZY6949 ,2018-04-05 00:00:00,2018-04-05 21:30:00,D593
EZY6958,EZY,A,319,156.0,J,CDG,EZY12   ,2018-04-05 00:00:00,2018-04-05 21:35:00,D44
AF1886,AF,A,32A,174.0,J,CDG,AF 1887 ,2018-04-05 00:00:00,2018-04-05 21:35:00,D1575
NPT11L,NPT,A,73Y,0.0,M,STN,NPT11  M,2018-04-05 00:00:00,2018-04-05 21:45:00,D29
BA2946,BA,A,319,144.0,J,LGW,BA 1443 ,2018-04-05 00:00:00,2018-04-05 21:45:00,D1490
FR8823,FR,A,73H,189.0,J,STN,FR 6266 ,2018-04-05 00:00:00,2018-04-05 21:45:00,D2084
EZY6902,EZY,A,320,186.0,J,SVQ,EZY482  ,2018-04-05 00:00:00,2018-04-05 21:50:00,D532
EZY6914,EZY,A,319,156.0,J,MUC,EZY6915 ,2018-04-05 00:00:00,2018-04-05 22:10:00,D1907
FR4382,FR,A,73H,189.0,J,HHN,FR 8882 ,2018-04-05 00:00:00,2018-04-05 22:25:00,D2654
FR6625,FR,A,73H,189.0,J,KRK,FR 1017 ,2018-04-05 00:00:00,2018-04-05 22:40:00,D1120
EZY6992,EZY,A,319,156.0,J,NAP,EZY6955 ,2018-04-05 00:00:00,2018-04-05 22:50:00,D59
FR5578,FR,A,73H,189.0,J,ALC,FR 6656 ,2018-04-05 00:00:00,2018-04-05 22:55:00,D2163
FR6653,FR,A,73H,189.0,J,AGP,FR 6826 ,2018-04-05 00:00:00,2018-04-05 22:55:00,D899
NPT9H,NPT,A,73P,0.0,M,STN,NPT9   G,2018-04-06 00:00:00,2018-04-06 00:05:00,D15
NPT12B,NPT,A,73Y,0.0,M,EMA,NPT10  J,2018-04-06 00:00:00,2018-04-06 00:30:00,D24
NPT10K,NPT,A,73Y,0.0,M,STN,NPT12  A,2018-04-06 00:00:00,2018-04-06 01:10:00,D54
NPT4N,NPT,A,73P,0.0,M,EMA,NPT4   S,2018-04-06 00:00:00,2018-04-06 01:20:00,D4
3V25N,3V,A,73P,0.0,F,LGG,3V 26  H,2018-04-06 00:00:00,2018-04-06 04:35:00,D96
BCS2134,BCS,A,75C,0.0,H,EMA,BCS2135 ,2018-04-06 00:00:00,2018-04-06 04:40:00,D1677
SRR6566,SRR,A,76Y,0.0,F,CGN,SRR6565 ,2018-04-06 00:00:00,2018-04-06 05:15:00,D2099
QR31,QR,A,359,283.0,J,DOH,QR 32   ,2018-04-06 00:00:00,2018-04-06 06:20:00,D124
UA36,UA,A,75W,169.0,J,EWR,UA 39   ,2018-04-06 00:00:00,2018-04-06 06:45:00,D134
FR812,FR,A,73H,189.0,J,DUB,FR 813  ,2018-04-06 00:00:00,2018-04-06 06:50:00,D2207
EI3250,EI,A,AT7,72.0,J,DUB,EI 3251 ,2018-04-06 00:00:00,2018-04-06 06:55:00,D1835
AF1686,AF,A,318,131.0,J,CDG,AF 1687 ,2018-04-06 00:00:00,2018-04-06 07:00:00,D1555
BE4501,BE,A,E95,118.0,J,CWL,BE 4502 ,2018-04-06 00:00:00,2018-04-06 07:10:00,D1997
BE680,BE,A,DH4,78.0,J,BHD,BE 843  ,2018-04-06 00:00:00,2018-04-06 07:10:00,D1641
EZS6917,EZS,A,320,186.0,J,BSL,EZS6918 ,2018-04-06 00:00:00,2018-04-06 07:15:00,D2268
BE840,BE,A,DH4,78.0,J,BHX,BE 2103 ,2018-04-06 00:00:00,2018-04-06 07:15:00,D257
LM301,LM,A,D38,31.0,J,NWI,LM 302  ,2018-04-06 00:00:00,2018-04-06 07:15:00,D337
EI3806,EI,A,AT7,70.0,J,ORK,EI 3675 ,2018-04-06 00:00:00,2018-04-06 07:20:00,D1954
KL1277,KL,A,73H,186.0,J,AMS,KL 1278 ,2018-04-06 00:00:00,2018-04-06 07:25:00,D1215
FR1108,FR,A,73H,189.0,J,EIN,FR 1109 ,2018-04-06 00:00:00,2018-04-06 07:30:00,D1179
EZY421,EZY,A,320,186.0,J,BRS,EZY422  ,2018-04-06 00:00:00,2018-04-06 07:30:00,D1734
BA2936,BA,A,320,169.0,J,LGW,BA 2937 ,2018-04-06 00:00:00,2018-04-06 07:40:00,D1806
SK2545,SK,A,73G,141.0,J,ARN,SK 2546 ,2018-04-06 00:00:00,2018-04-06 07:45:00,D1716
LM390,LM,A,SF3,33.0,J,KOI,LM 391  ,2018-04-06 00:00:00,2018-04-06 07:50:00,D410
EZY2683,EZY,A,320,180.0,J,MXP,EZY2684 ,2018-04-06 00:00:00,2018-04-06 08:00:00,D2435
EI3550,EI,A,AT7,72.0,J,DUB,EI 3551 ,2018-04-06 00:00:00,2018-04-06 08:00:00,D1930
D81605,D8,A,7M8,189.0,J,PVD,D8 1640 ,2018-04-06 00:00:00,2018-04-06 08:05:00,D1530
LM352,LM,A,SF3,33.0,J,LSI,LM 353  ,2018-04-06 00:00:00,2018-04-06 08:05:00,D496
BA1434,BA,A,763,259.0,J,LHR,BA 1441 ,2018-04-06 00:00:00,2018-04-06 08:10:00,D1379
EZY481,EZY,A,320,186.0,J,BFS,EZY6977 ,2018-04-06 00:00:00,2018-04-06 08:15:00,D2286
EZY3385,EZY,A,319,156.0,J,VCE,EZY3386 ,2018-04-06 00:00:00,2018-04-06 08:20:00,D2256
BE291,BE,A,DH4,78.0,J,MAN,BE 263  ,2018-04-06 00:00:00,2018-04-06 08:25:00,D300
EZY11,EZY,A,319,156.0,J,LTN,EZY14   ,2018-04-06 00:00:00,2018-04-06 08:35:00,D2368
EZY231,EZY,A,320,186.0,J,STN,EZY6921 ,2018-04-06 00:00:00,2018-04-06 08:40:00,D598
EZY803,EZY,A,320,186.0,J,LGW,EZY484  ,2018-04-06 00:00:00,2018-04-06 08:45:00,D2484
TK1343,TK,A,73H,165.0,J,IST,TK 1344 ,2018-04-06 00:00:00,2018-04-06 08:50:00,D1322
DL409,DL,A,75W,168.0,J,JFK,DL 209  ,2018-04-06 00:00:00,2018-04-06 08:55:00,D159
BE842,BE,A,DH4,78.0,J,BHX,BE 655  ,2018-04-06 00:00:00,2018-04-06 08:55:00,D992
REV71C,REV,A,CN2,0.0,F,EMA,REV71  D,2018-04-06 00:00:00,2018-04-06 09:05:00,D150
BE262,BE,A,DH4,78.0,J,EMA,BE 845  ,2018-04-06 00:00:00,2018-04-06 09:05:00,D757
BE763,BE,A,DH4,78.0,J,SOU,BE 210  ,2018-04-06 00:00:00,2018-04-06 09:10:00,D169
BA8704,BA,A,E70,76.0,J,LCY,BA 8715 ,2018-04-06 00:00:00,2018-04-06 09:10:00,D2620
FR8881,FR,A,73H,189.0,J,STN,FR 8884 ,2018-04-06 00:00:00,2018-04-06 09:15:00,D2665
BE1332,BE,A,DH4,78.0,J,LCY,BE 764  ,2018-04-06 00:00:00,2018-04-06 09:20:00,D642
WW860,WW,A,321,200.0,J,KEF,WW 861  ,2018-04-06 00:00:00,2018-04-06 09:20:00,D1083
BE2102,BE,A,DH4,78.0,J,LHR,BE 689  ,2018-04-06 00:00:00,2018-04-06 09:25:00,D668
BA1438,BA,A,320,168.0,J,LHR,BA 1455 ,2018-04-06 00:00:00,2018-04-06 09:40:00,D1414
SK2541,SK,A,73H,181.0,J,ARN,SK 2542 ,2018-04-06 00:00:00,2018-04-06 09:45:00,D1702
LM350,LM,A,SF3,34.0,J,LSI,LM 335  ,2018-04-06 00:00:00,2018-04-06 09:50:00,D451
FR1286,FR,A,73H,189.0,J,MRS,FR 1287 ,2018-04-06 00:00:00,2018-04-06 09:55:00,D1254
EZS6919,EZS,A,320,186.0,J,BSL,EZS6920 ,2018-04-06 00:00:00,2018-04-06 10:05:00,D2273
EI3252,EI,A,AT7,72.0,J,DUB,EI 3253 ,2018-04-06 00:00:00,2018-04-06 10:10:00,D1850
EZY6962,EZY,A,320,186.0,J,PRG,EZY234  ,2018-04-06 00:00:00,2018-04-06 10:15:00,D201
EZY233,EZY,A,320,180.0,J,STN,EZY6995 ,2018-04-06 00:00:00,2018-04-06 10:40:00,D854
EW362,EW,A,32A,180.0,J,CGN,EW 363  ,2018-04-06 00:00:00,2018-04-06 10:55:00,D472
LH962,LH,A,321,195.0,J,FRA,LH 963  ,2018-04-06 00:00:00,2018-04-06 11:00:00,D1098
FR5833,FR,A,73H,189.0,J,BGY,FR 5834 ,2018-04-06 00:00:00,2018-04-06 11:00:00,D2063
EZY6906,EZY,A,320,186.0,J,GVA,EZY6923 ,2018-04-06 00:00:00,2018-04-06 11:05:00,D211
LM392,LM,A,SF3,33.0,J,KOI,LM 313  ,2018-04-06 00:00:00,2018-04-06 11:15:00,D460
TO3624,TO,A,73H,189.0,J,ORY,TO 3625 ,2018-04-06 00:00:00,2018-04-06 11:25:00,D1941
FR7893,FR,A,73H,189.0,J,GOT,FR 815  ,2018-04-06 00:00:00,2018-04-06 11:25:00,D2534
EZY483,EZY,A,320,186.0,J,BFS,EZY806  ,2018-04-06 00:00:00,2018-04-06 11:25:00,D876
FR2454,FR,A,73H,189.0,J,BLQ,FR 7892 ,2018-04-06 00:00:00,2018-04-06 11:25:00,D1133
EI3672,EI,A,AT7,70.0,J,SNN,EI 3805 ,2018-04-06 00:00:00,2018-04-06 11:30:00,D1967
EZY6940,EZY,A,320,186.0,J,KRK,EZY6931 ,2018-04-06 00:00:00,2018-04-06 11:40:00,D610
KL1281,KL,A,73H,186.0,J,AMS,KL 1282 ,2018-04-06 00:00:00,2018-04-06 11:40:00,D1230
WK310,WK,A,320,180.0,J,ZRH,WK 311  ,2018-04-06 00:00:00,2018-04-06 11:45:00,D369
BA2216,BA,A,E90,98.0,J,LCY,BA 2217 ,2018-04-06 00:00:00,2018-04-06 11:50:00,D1688
BE293,BE,A,DH4,78.0,J,MAN,BE 687  ,2018-04-06 00:00:00,2018-04-06 11:55:00,D1293
FR6267,FR,A,73H,189.0,J,BCN,FR 1051 ,2018-04-06 00:00:00,2018-04-06 11:55:00,D2121
BE2104,BE,A,DH4,78.0,J,LHR,BE 2107 ,2018-04-06 00:00:00,2018-04-06 12:00:00,D313
BA1442,BA,A,319,143.0,J,LHR,BA 1445 ,2018-04-06 00:00:00,2018-04-06 12:05:00,D1783
BA2940,BA,A,319,144.0,J,LGW,BA 2941 ,2018-04-06 00:00:00,2018-04-06 12:05:00,D1807
FR6682,FR,A,73H,189.0,J,CIA,FR 6621 ,2018-04-06 00:00:00,2018-04-06 12:10:00,D2509
EZY13,EZY,A,319,156.0,J,LTN,EZY426  ,2018-04-06 00:00:00,2018-04-06 12:15:00,D543
EZY425,EZY,A,319,156.0,J,BRS,EZY6983 ,2018-04-06 00:00:00,2018-04-06 12:15:00,D2457
FR1018,FR,A,73H,189.0,J,BUD,FR 7352 ,2018-04-06 00:00:00,2018-04-06 12:35:00,D934
EZY6922,EZY,A,320,186.0,J,AMS,EZY238  ,2018-04-06 00:00:00,2018-04-06 12:40:00,D2293
BE846,BE,A,DH4,78.0,J,BHX,BE 1339 ,2018-04-06 00:00:00,2018-04-06 12:45:00,D770
FR816,FR,A,73H,189.0,J,DUB,FR 817  ,2018-04-06 00:00:00,2018-04-06 12:45:00,D1753
FR8883,FR,A,73H,189.0,J,STN,FR 2684 ,2018-04-06 00:00:00,2018-04-06 12:50:00,D1124
RC414,RC,A,320,168.0,J,FAE,RC 415  ,2018-04-06 00:00:00,2018-04-06 12:50:00,D524
BE688,BE,A,DH4,78.0,J,BHD,BE 294  ,2018-04-06 00:00:00,2018-04-06 12:50:00,D1011
LS854,LS,A,73C,148.0,J,VCE,LS 851  ,2018-04-06 00:00:00,2018-04-06 13:10:00,D1034
LM354A,LM,A,SF3,33.0,J,LSI,LM 347  ,2018-04-06 00:00:00,2018-04-06 13:10:00,D512
LM336,LM,A,SF3,33.0,J,WIC,LM 397  ,2018-04-06 00:00:00,2018-04-06 13:10:00,D818
FR6657,FR,A,73H,189.0,J,PMI,FR 1048 ,2018-04-06 00:00:00,2018-04-06 13:15:00,D928
BE211,BE,A,DH4,78.0,J,EXT,BE 768  ,2018-04-06 00:00:00,2018-04-06 13:15:00,D1304
LS816,LS,A,73C,148.0,J,FAO,LS 821  ,2018-04-06 00:00:00,2018-04-06 13:20:00,D962
BE767,BE,A,DH4,78.0,J,SOU,BE 849  ,2018-04-06 00:00:00,2018-04-06 13:20:00,D683
EI3254,EI,A,AT7,72.0,J,DUB,EI 3255 ,2018-04-06 00:00:00,2018-04-06 13:30:00,D1865
D83502,D8,A,73H,186.0,J,CPH,D8 3503 ,2018-04-06 00:00:00,2018-04-06 13:30:00,D1923
EZY6978,EZY,A,320,186.0,J,SXF,EZY6993 ,2018-04-06 00:00:00,2018-04-06 13:40:00,D619
KL1285,KL,A,E90,100.0,J,AMS,KL 1286 ,2018-04-06 00:00:00,2018-04-06 13:55:00,D1248
BE656,BE,A,DH4,78.0,J,NOC,BE 1341 ,2018-04-06 00:00:00,2018-04-06 14:10:00,D1655
BA1444,BA,A,320,168.0,J,LHR,BA 1447 ,2018-04-06 00:00:00,2018-04-06 14:10:00,D1428
EZY807,EZY,A,320,186.0,J,LGW,EZY808  ,2018-04-06 00:00:00,2018-04-06 14:10:00,D552
LM305,LM,A,D38,31.0,J,NWI,LM 306  ,2018-04-06 00:00:00,2018-04-06 14:15:00,D347
FR6619,FR,A,73H,189.0,J,POZ,FR 6618 ,2018-04-06 00:00:00,2018-04-06 14:25:00,D2113
D81641,D8,A,7M8,189.0,J,OSL,D8 1600 ,2018-04-06 00:00:00,2018-04-06 14:40:00,D1511
BA8716,BA,A,E70,76.0,J,LCY,BA 8707 ,2018-04-06 00:00:00,2018-04-06 14:40:00,D2589
FR6827,FR,A,73H,189.0,J,FAO,FR 5579 ,2018-04-06 00:00:00,2018-04-06 14:45:00,D2143
AF1486,AF,A,E90,100.0,J,CDG,AF 1487 ,2018-04-06 00:00:00,2018-04-06 14:45:00,D1495
EI3256,EI,A,AT7,72.0,J,DUB,EI 3257 ,2018-04-06 00:00:00,2018-04-06 14:45:00,D1880
LS776,LS,A,73H,189.0,J,ALC,LS 815  ,2018-04-06 00:00:00,2018-04-06 14:50:00,D919
EZY6924,EZY,A,320,180.0,J,AMS,EZY486  ,2018-04-06 00:00:00,2018-04-06 15:00:00,D2235
FR6627,FR,A,73H,189.0,J,ACE,FR 6652 ,2018-04-06 00:00:00,2018-04-06 15:10:00,D2053
LM314,LM,A,SF3,33.0,J,IOM,LM 355 A,2018-04-06 00:00:00,2018-04-06 15:10:00,D786
SN2063,SN,A,319,141.0,J,BRU,SN 2064 ,2018-04-06 00:00:00,2018-04-06 15:10:00,D1591
BE266,BE,A,DH4,78.0,J,EMA,BE 851  ,2018-04-06 00:00:00,2018-04-06 15:10:00,D1318
BE848,BE,A,DH4,78.0,J,BHX,BE 1343 ,2018-04-06 00:00:00,2018-04-06 15:30:00,D1020
LS858,LS,A,73C,148.0,J,AGP,LS 717  ,2018-04-06 00:00:00,2018-04-06 15:40:00,D716
