SERVICE,OPERATOR,A/D,AC,SEAT,TY,O/D,TROUND,FLIGHT_DATE,DATETIME,ID,LINK
FR6654,FR,D,73H,189.0,J,BOD,FR 6241 ,2018-04-05 00:00:00,2018-04-05 12:45:00,D2157,1
EZY422,EZY,D,319,156.0,J,BRS,EZY6982 ,2018-04-05 00:00:00,2018-04-05 12:45:00,D530,1
LM355,LM,D,SF3,33.0,J,LSI,LM 354  ,2018-04-05 00:00:00,2018-04-05 12:45:00,D443,1
FR1071,FR,D,73H,189.0,J,VLC,FR 6653 ,2018-04-05 00:00:00,2018-04-05 12:50:00,D1163,1
EZY6931,EZY,D,319,156.0,J,HAM,EZY421  ,2018-04-05 00:00:00,2018-04-05 12:55:00,D2319,1
BA1445,BA,D,319,143.0,J,LHR,BA 2940 ,2018-04-05 00:00:00,2018-04-05 12:55:00,D1404,1
FR817,FR,D,73H,189.0,J,DUB,FR 4525 ,2018-04-05 00:00:00,2018-04-05 13:10:00,D941,1
EZY238,EZY,D,320,186.0,J,STN,EZY6922 ,2018-04-05 00:00:00,2018-04-05 13:20:00,D210,1
BA2941,BA,D,319,144.0,J,LGW,BA 1442 ,2018-04-05 00:00:00,2018-04-05 13:20:00,D1813,1
BE1339,BE,D,DH4,78.0,J,LCY,BE 846  ,2018-04-05 00:00:00,2018-04-05 13:25:00,D1292,1
FR1054,FR,D,73H,189.0,J,PRG,FR 816  ,2018-04-05 00:00:00,2018-04-05 13:25:00,D1136,1
BE294,BE,D,DH4,78.0,J,MAN,BE 688  ,2018-04-05 00:00:00,2018-04-05 13:30:00,D312,1
FR2684,FR,D,73H,189.0,J,STN,FR 6657 ,2018-04-05 00:00:00,2018-04-05 13:40:00,D1746,1
LM397A,LM,D,SF3,33.0,J,KOI,LM 336  ,2018-04-05 00:00:00,2018-04-05 13:45:00,D505,1
LM347,LM,D,SF3,34.0,J,SYY,LM 342  ,2018-04-05 00:00:00,2018-04-05 13:45:00,D405,1
D83503,D8,D,73H,186.0,J,CPH,D8 3502 ,2018-04-05 00:00:00,2018-04-05 14:00:00,D1918,1
EI3255,EI,D,AT7,72.0,J,DUB,EI 3254 ,2018-04-05 00:00:00,2018-04-05 14:00:00,D1864,1
BE768,BE,D,DH4,78.0,J,SOU,BE 211  ,2018-04-05 00:00:00,2018-04-05 14:05:00,D769,1
BE849,BE,D,DH4,78.0,J,BHX,BE 767  ,2018-04-05 00:00:00,2018-04-05 14:10:00,D1010,1
BA1453,BA,D,320,168.0,J,LHR,BA 1446 ,2018-04-05 00:00:00,2018-04-05 14:20:00,D1425,1
KL1286,KL,D,E90,100.0,J,AMS,KL 1285 ,2018-04-05 00:00:00,2018-04-05 14:25:00,D1246,1
EZY808,EZY,D,320,186.0,J,LGW,EZY15   ,2018-04-05 00:00:00,2018-04-05 14:35:00,D869,1
EZY16,EZY,D,320,186.0,J,LTN,EZY807  ,2018-04-05 00:00:00,2018-04-05 14:40:00,D63,1
QR30,QR,D,359,283.0,J,DOH,QR 29   ,2018-04-05 00:00:00,2018-04-05 14:40:00,D115,1
BE1341,BE,D,DH4,78.0,J,LCY,BE 656  ,2018-04-05 00:00:00,2018-04-05 14:40:00,D1303,1
LM306,LM,D,D38,31.0,J,NWI,LM 305  ,2018-04-05 00:00:00,2018-04-05 14:40:00,D352,1
BE689,BE,D,DH4,78.0,J,BHD,BE 2102 ,2018-04-05 00:00:00,2018-04-05 14:45:00,D680,1
FR2753,FR,D,73H,189.0,J,PSA,FR 8883 ,2018-04-05 00:00:00,2018-04-05 14:50:00,D1773,1
EZY6901,EZY,D,320,186.0,J,SVQ,EZY6978 ,2018-04-05 00:00:00,2018-04-05 14:50:00,D2211,1
BE2107,BE,D,DH4,78.0,J,LHR,BE 2104 ,2018-04-05 00:00:00,2018-04-05 14:50:00,D1647,1
TK1346,TK,D,73H,165.0,J,IST,TK 1345 ,2018-04-05 00:00:00,2018-04-05 14:55:00,D1330,1
EI3257,EI,D,AT7,72.0,J,DUB,EI 3256 ,2018-04-05 00:00:00,2018-04-05 15:15:00,D1879,1
EZY486,EZY,D,320,186.0,J,BFS,EZY6906 ,2018-04-05 00:00:00,2018-04-05 15:25:00,D608,1
AF1487,AF,D,E90,100.0,J,CDG,AF 1486 ,2018-04-05 00:00:00,2018-04-05 15:25:00,D1494,1
BA8707,BA,D,E70,76.0,J,LCY,BA 8716 ,2018-04-05 00:00:00,2018-04-05 15:30:00,D2585,1
FR6652,FR,D,73H,189.0,J,AGP,FR 7353 ,2018-04-05 00:00:00,2018-04-05 15:40:00,D2151,1
EZY6991,EZY,D,319,156.0,J,NAP,        ,2018-04-05 00:00:00,2018-04-05 15:40:00,D2472,0
FR5579,FR,D,73H,189.0,J,ALC,FR 6696 ,2018-04-05 00:00:00,2018-04-05 15:55:00,D2051,1
BE1343,BE,D,DH4,78.0,J,LCY,BE 848  ,2018-04-05 00:00:00,2018-04-05 15:55:00,D1312,1
SN2064,SN,D,319,141.0,J,BRU,SN 2063 ,2018-04-05 00:00:00,2018-04-05 15:55:00,D1590,1
D81604,D8,D,7M8,189.0,J,PVD,D8 1641 ,2018-04-05 00:00:00,2018-04-05 16:10:00,D1518,1
BE851,BE,D,DH4,78.0,J,BHX,BE 266  ,2018-04-05 00:00:00,2018-04-05 16:15:00,D1019,1
EZY488,EZY,D,320,186.0,J,BFS,EZY427  ,2018-04-05 00:00:00,2018-04-05 16:25:00,D618,1
KL1290,KL,D,E90,100.0,J,AMS,KL 1289 ,2018-04-05 00:00:00,2018-04-05 16:30:00,D1261,1
BA1455,BA,D,320,168.0,J,LHR,BA 1448 ,2018-04-05 00:00:00,2018-04-05 16:30:00,D1431,1
EZY428,EZY,D,320,186.0,J,BRS,EZY485  ,2018-04-05 00:00:00,2018-04-05 16:30:00,D551,1
FR6624,FR,D,73H,189.0,J,KRK,FR 8422 ,2018-04-05 00:00:00,2018-04-05 16:45:00,D2127,1
BA8709,BA,D,E90,98.0,J,LCY,BA 8706 ,2018-04-05 00:00:00,2018-04-05 16:50:00,D2595,1
LM357,LM,D,SF3,33.0,J,LSI,LM 356  ,2018-04-05 00:00:00,2018-04-05 16:55:00,D459,1
EZY6983,EZY,D,320,186.0,J,CPH,EZY237  ,2018-04-05 00:00:00,2018-04-05 17:00:00,D2455,1
FR1159,FR,D,73H,189.0,J,WRO,FR 1158 ,2018-04-05 00:00:00,2018-04-05 17:00:00,D1189,1
LM399,LM,D,SF3,34.0,J,KOI,LM 348  ,2018-04-05 00:00:00,2018-04-05 17:00:00,D511,1
EZY240,EZY,D,320,186.0,J,STN,EZY17   ,2018-04-05 00:00:00,2018-04-05 17:05:00,D222,1
EZY6913,EZY,D,319,156.0,J,MUC,EZY6956 ,2018-04-05 00:00:00,2018-04-05 17:05:00,D2241,1
EZY18,EZY,D,320,180.0,J,LTN,EZY809  ,2018-04-05 00:00:00,2018-04-05 17:05:00,D75,1
LH965,LH,D,321,195.0,J,FRA,LH 964  ,2018-04-05 00:00:00,2018-04-05 17:10:00,D1105,1
FR8888,FR,D,73H,189.0,J,STN,FR 2685 ,2018-04-05 00:00:00,2018-04-05 17:15:00,D2672,1
BE2109,BE,D,DH4,78.0,J,LHR,BE 692  ,2018-04-05 00:00:00,2018-04-05 17:20:00,D1663,1
EZY6957,EZY,D,319,156.0,J,CDG,EZY6932 ,2018-04-05 00:00:00,2018-04-05 17:30:00,D2380,1
BE296,BE,D,DH4,78.0,J,MAN,BE 295  ,2018-04-05 00:00:00,2018-04-05 17:40:00,D325,1
BA1459,BA,D,320,168.0,J,LHR,        ,2018-04-05 00:00:00,2018-04-05 17:40:00,D1452,0
BE853,BE,D,DH4,78.0,J,BHX,BE 1340 ,2018-04-05 00:00:00,2018-04-05 17:50:00,D1051,1
EZY812,EZY,D,320,186.0,J,LGW,EZY487  ,2018-04-05 00:00:00,2018-04-05 17:55:00,D880,1
BA8717,BA,D,E90,98.0,J,LCY,BA 8712 ,2018-04-05 00:00:00,2018-04-05 18:00:00,D2625,1
EZY430,EZY,D,320,186.0,J,BRS,EZY6996 ,2018-04-05 00:00:00,2018-04-05 18:00:00,D562,1
BE772,BE,D,DH4,78.0,J,SOU,BE 850  ,2018-04-05 00:00:00,2018-04-05 18:00:00,D792,1
FR4383,FR,D,73H,189.0,J,HHN,FR 6655 ,2018-04-05 00:00:00,2018-04-05 18:10:00,D1986,1
BA2945,BA,D,319,144.0,J,LGW,BA 1454 ,2018-04-05 00:00:00,2018-04-05 18:25:00,D1826,1
BE267,BE,D,DH4,78.0,J,EMA,BE 771  ,2018-04-05 00:00:00,2018-04-05 18:25:00,D263,1
BA1463,BA,D,319,143.0,J,LHR,BA 2944 ,2018-04-05 00:00:00,2018-04-05 18:30:00,D1475,1
LM308,LM,D,D38,31.0,J,NWI,LM 307  ,2018-04-05 00:00:00,2018-04-05 18:30:00,D360,1
FR8824,FR,D,73H,189.0,J,STN,FR 1053 ,2018-04-05 00:00:00,2018-04-05 18:35:00,D2645,1
EZY6925,EZY,D,320,180.0,J,AMS,EZY6926 ,2018-04-05 00:00:00,2018-04-05 18:40:00,D2299,1
BE4508,BE,D,E95,118.0,J,CWL,BE 4507 ,2018-04-05 00:00:00,2018-04-05 18:40:00,D2020,1
EI3259,EI,D,AT7,72.0,J,DUB,EI 3258 ,2018-04-05 00:00:00,2018-04-05 18:50:00,D1894,1
FR6642,FR,D,73H,189.0,J,BTS,FR 6643 ,2018-04-05 00:00:00,2018-04-05 18:55:00,D2138,1
BA8719,BA,D,E90,98.0,J,LCY,BA 8708 ,2018-04-05 00:00:00,2018-04-05 18:55:00,D2637,1
BE693,BE,D,DH4,78.0,J,BHD,BE 694  ,2018-04-05 00:00:00,2018-04-05 19:20:00,D694,1
SK2542,SK,D,32A,174.0,J,ARN,SK 2541 ,2018-04-05 00:00:00,2018-04-05 19:20:00,D1708,1
SRR6565,SRR,D,76Y,0.0,F,CGN,SRR6566 ,2018-04-05 00:00:00,2018-04-05 19:25:00,D2095,1
BCS2135,BCS,D,75C,0.0,H,EMA,BCS2134 ,2018-04-05 00:00:00,2018-04-05 19:30:00,D1673,1
BE855,BE,D,DH4,78.0,J,BHX,BE 2108 ,2018-04-05 00:00:00,2018-04-05 19:40:00,D1060,1
BA1465,BA,D,319,143.0,J,LHR,BA 1458 ,2018-04-05 00:00:00,2018-04-05 19:45:00,D1488,1
3V26H,3V,D,73P,0.0,F,LGG,3V 25  N,2018-04-05 00:00:00,2018-04-05 19:45:00,D95,1
EZY432,EZY,D,320,186.0,J,BRS,EZY19   ,2018-04-05 00:00:00,2018-04-05 19:55:00,D575,1
EZY20,EZY,D,320,186.0,J,LTN,EZY429  ,2018-04-05 00:00:00,2018-04-05 19:55:00,D87,1
NPT9G,NPT,D,73P,0.0,M,STN,NPT9   H,2018-04-05 00:00:00,2018-04-05 20:00:00,D11,1
FR819,FR,D,73H,189.0,J,DUB,FR 818  ,2018-04-05 00:00:00,2018-04-05 20:10:00,D956,1
EZY814,EZY,D,320,186.0,J,LGW,EZY811  ,2018-04-05 00:00:00,2018-04-05 20:15:00,D905,1
NPT10J,NPT,D,73Y,0.0,M,STN,NPT12  B,2018-04-05 00:00:00,2018-04-05 21:25:00,D19,1
LM776P,LM,D,SF3,0.0,P,EMA,LM 775  ,2018-04-05 00:00:00,2018-04-05 21:40:00,D814,1
NPT12A,NPT,D,73Y,0.0,M,EMA,NPT10  K,2018-04-05 00:00:00,2018-04-05 21:45:00,D49,1
NPT4S,NPT,D,73P,0.0,M,EMA,NPT4   N,2018-04-05 00:00:00,2018-04-05 22:30:00,D1,1
NPT11M,NPT,D,73Y,0.0,M,STN,NPT11  L,2018-04-05 00:00:00,2018-04-05 22:35:00,D29,1
LM769,LM,D,SF3,0.0,M,INV,LM 768  ,2018-04-06 00:00:00,2018-04-06 01:55:00,D782,1
AF1887,AF,D,32A,174.0,J,CDG,AF 1886 ,2018-04-06 00:00:00,2018-04-06 04:55:00,D1575,1
SN2066,SN,D,319,141.0,J,BRU,SN 2065 ,2018-04-06 00:00:00,2018-04-06 04:55:00,D1605,1
EZY6961,EZY,D,320,186.0,J,PRG,EZY6936 ,2018-04-06 00:00:00,2018-04-06 05:00:00,D2402,1
KL1276,KL,D,73H,186.0,J,AMS,KL 1293 ,2018-04-06 00:00:00,2018-04-06 05:00:00,D1198,1
EZY802,EZY,D,320,186.0,J,LGW,EZY6942 ,2018-04-06 00:00:00,2018-04-06 05:05:00,D842,1
FR6626,FR,D,73H,189.0,J,ACE,FR 1070 ,2018-04-06 00:00:00,2018-04-06 05:10:00,D2131,1
BE2101,BE,D,DH4,78.0,J,LHR,BE 1342 ,2018-04-06 00:00:00,2018-04-06 05:20:00,D1616,1
EZY12,EZY,D,319,156.0,J,LTN,EZY6958 ,2018-04-06 00:00:00,2018-04-06 05:20:00,D44,1
FR6681,FR,D,73H,189.0,J,CIA,FR 2752 ,2018-04-06 00:00:00,2018-04-06 05:25:00,D2181,1
FR2453,FR,D,73H,189.0,J,BLQ,FR 8887 ,2018-04-06 00:00:00,2018-04-06 05:25:00,D1695,1
FR6266,FR,D,73H,189.0,J,BCN,FR 8823 ,2018-04-06 00:00:00,2018-04-06 05:30:00,D2084,1
BE1331,BE,D,DH4,78.0,J,LCY,BE 852  ,2018-04-06 00:00:00,2018-04-06 05:30:00,D1278,1
EZY232,EZY,D,320,186.0,J,STN,EZY239  ,2018-04-06 00:00:00,2018-04-06 05:30:00,D189,1
BA8701,BA,D,E90,98.0,J,LCY,BA 8710 ,2018-04-06 00:00:00,2018-04-06 05:30:00,D2559,1
BE290,BE,D,DH4,78.0,J,MAN,BE 1344 ,2018-04-06 00:00:00,2018-04-06 05:40:00,D290,1
BE760,BE,D,DH4,78.0,J,SOU,BE 297  ,2018-04-06 00:00:00,2018-04-06 05:40:00,D742,1
BA2931,BA,D,319,144.0,J,LGW,BA 1452 ,2018-04-06 00:00:00,2018-04-06 05:40:00,D1779,1
EZY6939,EZY,D,320,186.0,J,KRK,EZY431  ,2018-04-06 00:00:00,2018-04-06 05:40:00,D2335,1
LS815,LS,D,73C,148.0,J,FAO,LS 788  ,2018-04-06 00:00:00,2018-04-06 05:45:00,D917,1
BA1435,BA,D,763,259.0,J,LHR,BA 1460 ,2018-04-06 00:00:00,2018-04-06 05:55:00,D1356,1
BA8703,BA,D,E90,98.0,J,LCY,BA 8714 ,2018-04-06 00:00:00,2018-04-06 06:00:00,D2569,1
EZY6905,EZY,D,320,186.0,J,GVA,EZY6984 ,2018-04-06 00:00:00,2018-04-06 06:00:00,D2220,1
FR8882,FR,D,73H,189.0,J,STN,FR 4382 ,2018-04-06 00:00:00,2018-04-06 06:00:00,D2654,1
BE841,BE,D,DH4,78.0,J,BHX,BE 854  ,2018-04-06 00:00:00,2018-04-06 06:00:00,D976,1
EZY6949,EZY,D,320,186.0,J,TFS,EZY813  ,2018-04-06 00:00:00,2018-04-06 06:00:00,D2357,1
BA8711,BA,D,E90,98.0,J,LCY,BA 8718 ,2018-04-06 00:00:00,2018-04-06 06:05:00,D2607,1
EZY482,EZY,D,320,186.0,J,BFS,EZY6902 ,2018-04-06 00:00:00,2018-04-06 06:10:00,D593,1
FR1017,FR,D,73H,189.0,J,BUD,FR 6625 ,2018-04-06 00:00:00,2018-04-06 06:20:00,D1120,1
BE681,BE,D,DH4,78.0,J,BHD,BE 2110 ,2018-04-06 00:00:00,2018-04-06 06:20:00,D654,1
BE261,BE,D,DH4,78.0,J,EMA,BE 268  ,2018-04-06 00:00:00,2018-04-06 06:20:00,D240,1
LM351,LM,D,SF3,33.0,J,LSI,LM 392  ,2018-04-06 00:00:00,2018-04-06 06:25:00,D414,1
FR6656,FR,D,73H,189.0,J,PMI,FR 5578 ,2018-04-06 00:00:00,2018-04-06 06:35:00,D2163,1
LS853,LS,D,73C,148.0,J,VCE,LS 718  ,2018-04-06 00:00:00,2018-04-06 06:45:00,D1038,1
BA1461,BA,D,319,143.0,J,LHR,BA 1462 ,2018-04-06 00:00:00,2018-04-06 07:00:00,D1464,1
FR813,FR,D,73H,189.0,J,DUB,FR 812  ,2018-04-06 00:00:00,2018-04-06 07:15:00,D899,1
EI3251,EI,D,AT7,72.0,J,DUB,EI 3250 ,2018-04-06 00:00:00,2018-04-06 07:20:00,D1835,1
TOM1552,TOM,D,73H,189.0,C,TFS,TOM1443 ,2018-04-06 00:00:00,2018-04-06 07:20:00,D1506,1
LS775,LS,D,73H,189.0,J,ALC,LS 816  ,2018-04-06 00:00:00,2018-04-06 07:30:00,D803,1
BE843,BE,D,DH4,78.0,J,BHX,BE 680  ,2018-04-06 00:00:00,2018-04-06 07:40:00,D984,1
BE4502,BE,D,E95,118.0,J,CWL,BE 4501 ,2018-04-06 00:00:00,2018-04-06 07:40:00,D1997,1
EZS6918,EZS,D,320,186.0,J,BSL,EZS6917 ,2018-04-06 00:00:00,2018-04-06 07:40:00,D2268,1
FR6826,FR,D,73H,189.0,J,FAO,FR 6653 ,2018-04-06 00:00:00,2018-04-06 07:40:00,D2207,1
QR32,QR,D,359,283.0,J,DOH,QR 31   ,2018-04-06 00:00:00,2018-04-06 07:45:00,D124,1
AF1687,AF,D,318,131.0,J,CDG,AF 1686 ,2018-04-06 00:00:00,2018-04-06 07:45:00,D1555,1
LM302,LM,D,D38,31.0,J,NWI,LM 301  ,2018-04-06 00:00:00,2018-04-06 07:45:00,D337,1
EI3675,EI,D,AT7,70.0,J,SNN,EI 3806 ,2018-04-06 00:00:00,2018-04-06 07:50:00,D1954,1
EZY422,EZY,D,320,186.0,J,BRS,EZY421  ,2018-04-06 00:00:00,2018-04-06 07:55:00,D532,1
BE2103,BE,D,DH4,78.0,J,LHR,BE 840  ,2018-04-06 00:00:00,2018-04-06 07:55:00,D1641,1
LS857,LS,D,73C,148.0,J,AGP,LS 822  ,2018-04-06 00:00:00,2018-04-06 07:55:00,D1069,1
FR1109,FR,D,73H,189.0,J,EIN,FR 1108 ,2018-04-06 00:00:00,2018-04-06 07:55:00,D1179,1
LS715,LS,D,73H,189.0,J,LPA,LS 728  ,2018-04-06 00:00:00,2018-04-06 08:10:00,D713,1
KL1278,KL,D,73H,186.0,J,AMS,KL 1277 ,2018-04-06 00:00:00,2018-04-06 08:10:00,D1215,1
UA39,UA,D,75W,169.0,J,EWR,UA 36   ,2018-04-06 00:00:00,2018-04-06 08:15:00,D134,1
LM391,LM,D,SF3,33.0,J,KOI,LM 390  ,2018-04-06 00:00:00,2018-04-06 08:20:00,D483,1
SK2546,SK,D,73G,141.0,J,ARN,SK 2545 ,2018-04-06 00:00:00,2018-04-06 08:25:00,D1716,1
BA2937,BA,D,320,169.0,J,LGW,BA 2936 ,2018-04-06 00:00:00,2018-04-06 08:25:00,D1806,1
EZY2684,EZY,D,320,180.0,J,MXP,EZY2683 ,2018-04-06 00:00:00,2018-04-06 08:30:00,D1734,1
EI3551,EI,D,AT7,72.0,J,DUB,EI 3550 ,2018-04-06 00:00:00,2018-04-06 08:30:00,D1930,1
BE263,BE,D,DH4,78.0,J,EMA,BE 291  ,2018-04-06 00:00:00,2018-04-06 08:45:00,D257,1
EZY6977,EZY,D,320,186.0,J,SXF,EZY481  ,2018-04-06 00:00:00,2018-04-06 08:45:00,D2435,1
EZY3386,EZY,D,319,156.0,J,VCE,EZY3385 ,2018-04-06 00:00:00,2018-04-06 08:50:00,D1907,1
BE292,BE,D,DH4,78.0,J,MAN,BE 775  ,2018-04-06 00:00:00,2018-04-06 09:00:00,D300,1
LS745,LS,D,73H,189.0,J,FUE,LS 706  ,2018-04-06 00:00:00,2018-04-06 09:00:00,D735,1
EZY6921,EZY,D,320,186.0,J,AMS,EZY231  ,2018-04-06 00:00:00,2018-04-06 09:05:00,D2286,1
BA1441,BA,D,763,259.0,J,LHR,BA 1434 ,2018-04-06 00:00:00,2018-04-06 09:05:00,D1379,1
EZY14,EZY,D,319,156.0,J,LTN,EZY11   ,2018-04-06 00:00:00,2018-04-06 09:10:00,D59,1
EZY484,EZY,D,320,186.0,J,BFS,EZY803  ,2018-04-06 00:00:00,2018-04-06 09:15:00,D598,1
BA8715,BA,D,E70,76.0,J,LCY,BA 8704 ,2018-04-06 00:00:00,2018-04-06 09:40:00,D2620,1
REV71D,REV,D,CN2,0.0,F,EMA,REV71  C,2018-04-06 00:00:00,2018-04-06 09:40:00,D150,1
LM353,LM,D,SF3,33.0,J,LSI,LM 352  ,2018-04-06 00:00:00,2018-04-06 09:40:00,D430,1
FR8884,FR,D,73H,189.0,J,STN,FR 8881 ,2018-04-06 00:00:00,2018-04-06 09:40:00,D2665,1
BE845,BE,D,DH4,78.0,J,BHX,BE 262  ,2018-04-06 00:00:00,2018-04-06 09:40:00,D992,1
TK1344,TK,D,73H,165.0,J,IST,TK 1343 ,2018-04-06 00:00:00,2018-04-06 09:45:00,D1322,1
BE764,BE,D,DH4,78.0,J,SOU,BE 1332 ,2018-04-06 00:00:00,2018-04-06 09:50:00,D757,1
BE210,BE,D,DH4,78.0,J,EXT,BE 763  ,2018-04-06 00:00:00,2018-04-06 09:50:00,D169,1
FR1287,FR,D,73H,189.0,J,MRS,FR 1286 ,2018-04-06 00:00:00,2018-04-06 10:20:00,D1254,1
D81640,D8,D,7M8,189.0,J,OSL,D8 1605 ,2018-04-06 00:00:00,2018-04-06 10:25:00,D1530,1
DL209,DL,D,75W,168.0,J,JFK,DL 409  ,2018-04-06 00:00:00,2018-04-06 10:25:00,D159,1
SK2542,SK,D,73H,181.0,J,ARN,SK 2541 ,2018-04-06 00:00:00,2018-04-06 10:25:00,D1702,1
LM335,LM,D,SF3,34.0,J,WIC,LM 350  ,2018-04-06 00:00:00,2018-04-06 10:30:00,D382,1
BA1443,BA,D,319,143.0,J,LHR,BA 2946 ,2018-04-06 00:00:00,2018-04-06 10:30:00,D1394,1
EI3253,EI,D,AT7,72.0,J,DUB,EI 3252 ,2018-04-06 00:00:00,2018-04-06 10:35:00,D1850,1
EZS6920,EZS,D,320,186.0,J,BSL,EZS6919 ,2018-04-06 00:00:00,2018-04-06 10:35:00,D2273,1
BE655,BE,D,DH4,78.0,J,NOC,BE 842  ,2018-04-06 00:00:00,2018-04-06 10:55:00,D642,1
WW861,WW,D,321,200.0,J,KEF,WW 860  ,2018-04-06 00:00:00,2018-04-06 11:00:00,D1083,1
EZY6995,EZY,D,320,186.0,J,MAD,EZY233  ,2018-04-06 00:00:00,2018-04-06 11:00:00,D2484,1
EZY234,EZY,D,320,180.0,J,STN,EZY6962 ,2018-04-06 00:00:00,2018-04-06 11:10:00,D201,1
FR5834,FR,D,73H,189.0,J,BGY,FR 5833 ,2018-04-06 00:00:00,2018-04-06 11:25:00,D2063,1
EW363,EW,D,32A,180.0,J,CGN,EW 362  ,2018-04-06 00:00:00,2018-04-06 11:30:00,D472,1
LH963,LH,D,321,195.0,J,FRA,LH 962  ,2018-04-06 00:00:00,2018-04-06 11:45:00,D1098,1
FR7892,FR,D,73H,189.0,J,GOT,FR 2454 ,2018-04-06 00:00:00,2018-04-06 11:50:00,D2534,1
EI3805,EI,D,AT7,70.0,J,ORK,EI 3672 ,2018-04-06 00:00:00,2018-04-06 12:00:00,D1967,1
TO3625,TO,D,73H,189.0,J,ORY,TO 3624 ,2018-04-06 00:00:00,2018-04-06 12:05:00,D1941,1
EZY6915,EZY,D,319,156.0,J,STR,EZY6914 ,2018-04-06 00:00:00,2018-04-06 12:05:00,D2256,1
BE687,BE,D,DH4,78.0,J,BHD,BE 293  ,2018-04-06 00:00:00,2018-04-06 12:25:00,D668,1
EZY6955,EZY,D,319,156.0,J,CDG,EZY6992 ,2018-04-06 00:00:00,2018-04-06 12:25:00,D2368,1
KL1282,KL,D,73H,186.0,J,AMS,KL 1281 ,2018-04-06 00:00:00,2018-04-06 12:25:00,D1230,1
LM313,LM,D,SF3,33.0,J,IOM,LM 392  ,2018-04-06 00:00:00,2018-04-06 12:30:00,D376,1
BA2217,BA,D,E90,98.0,J,LCY,BA 2216 ,2018-04-06 00:00:00,2018-04-06 12:30:00,D1688,1
FR1051,FR,D,73H,189.0,J,NTE,FR 6267 ,2018-04-06 00:00:00,2018-04-06 12:30:00,D1133,1
EZY806,EZY,D,320,186.0,J,LGW,EZY483  ,2018-04-06 00:00:00,2018-04-06 12:40:00,D854,1
EZY426,EZY,D,319,156.0,J,BRS,EZY13   ,2018-04-06 00:00:00,2018-04-06 12:45:00,D543,1
WK311,WK,D,320,180.0,J,ZRH,WK 310  ,2018-04-06 00:00:00,2018-04-06 12:45:00,D369,1
FR6621,FR,D,73H,189.0,J,TFS,FR 6682 ,2018-04-06 00:00:00,2018-04-06 12:45:00,D2121,1
BA1445,BA,D,319,143.0,J,LHR,BA 1442 ,2018-04-06 00:00:00,2018-04-06 12:55:00,D1408,1
FR7352,FR,D,73H,189.0,J,CRL,FR 1018 ,2018-04-06 00:00:00,2018-04-06 13:00:00,D2509,1
EZY6983,EZY,D,319,156.0,J,CPH,EZY425  ,2018-04-06 00:00:00,2018-04-06 13:00:00,D2457,1
BA2941,BA,D,319,144.0,J,LGW,BA 2940 ,2018-04-06 00:00:00,2018-04-06 13:05:00,D1815,1
FR817,FR,D,73H,189.0,J,DUB,FR 816  ,2018-04-06 00:00:00,2018-04-06 13:10:00,D934,1
EZY238,EZY,D,320,186.0,J,STN,EZY6922 ,2018-04-06 00:00:00,2018-04-06 13:20:00,D211,1
BE1339,BE,D,DH4,78.0,J,LCY,BE 846  ,2018-04-06 00:00:00,2018-04-06 13:25:00,D1293,1
BE294,BE,D,DH4,78.0,J,MAN,BE 688  ,2018-04-06 00:00:00,2018-04-06 13:30:00,D313,1
RC415,RC,D,320,168.0,J,FAE,RC 414  ,2018-04-06 00:00:00,2018-04-06 13:30:00,D524,1
FR2684,FR,D,73H,189.0,J,STN,FR 8883 ,2018-04-06 00:00:00,2018-04-06 13:40:00,D1753,1
FR1048,FR,D,73H,189.0,J,FKB,FR 6657 ,2018-04-06 00:00:00,2018-04-06 13:40:00,D1124,1
LM347,LM,D,SF3,33.0,J,SYY,LM 354 A,2018-04-06 00:00:00,2018-04-06 13:45:00,D410,1
LM397,LM,D,SF3,33.0,J,KOI,LM 336  ,2018-04-06 00:00:00,2018-04-06 13:45:00,D496,1
EI3255,EI,D,AT7,72.0,J,DUB,EI 3254 ,2018-04-06 00:00:00,2018-04-06 14:00:00,D1865,1
D83503,D8,D,73H,186.0,J,CPH,D8 3502 ,2018-04-06 00:00:00,2018-04-06 14:00:00,D1923,1
LS851,LS,D,73C,148.0,J,VIE,LS 854  ,2018-04-06 00:00:00,2018-04-06 14:05:00,D1034,1
BE768,BE,D,DH4,78.0,J,SOU,BE 211  ,2018-04-06 00:00:00,2018-04-06 14:05:00,D770,1
LS821,LS,D,73C,148.0,J,MJV,LS 816  ,2018-04-06 00:00:00,2018-04-06 14:10:00,D962,1
BE849,BE,D,DH4,78.0,J,BHX,BE 767  ,2018-04-06 00:00:00,2018-04-06 14:10:00,D1011,1
KL1286,KL,D,E90,100.0,J,AMS,KL 1285 ,2018-04-06 00:00:00,2018-04-06 14:30:00,D1248,1
EZY808,EZY,D,320,186.0,J,LGW,EZY807  ,2018-04-06 00:00:00,2018-04-06 14:35:00,D876,1
BE1341,BE,D,DH4,78.0,J,LCY,BE 656  ,2018-04-06 00:00:00,2018-04-06 14:40:00,D1304,1
FR815,FR,D,73H,189.0,J,DUB,FR 7893 ,2018-04-06 00:00:00,2018-04-06 14:40:00,D928,1
LM306,LM,D,D38,31.0,J,NWI,LM 305  ,2018-04-06 00:00:00,2018-04-06 14:45:00,D347,1
BE689,BE,D,DH4,78.0,J,BHD,BE 2102 ,2018-04-06 00:00:00,2018-04-06 14:45:00,D683,1
